bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,city,zipcode,log_sqft_lot,was_renovated,age,price
3.0,1.75,1530,1.0,0,0,3,1530,0,16,16,9.280985211545515,0,28,400000.0
3.0,1.5,2060,1.5,0,0,3,2060,0,31,35,9.670167394770358,1,111,200000.0
4.0,2.0,2260,1.0,0,0,3,1430,830,34,54,8.699681400989514,1,56,628000.0
3.0,2.25,2120,1.0,0,0,3,1720,400,1,0,9.610189741298711,1,35,332000.0
3.0,1.75,1250,1.5,0,0,5,1250,0,34,54,8.706490361946617,0,72,530000.0
3.0,1.0,1370,2.0,0,0,3,1370,0,34,60,8.821879862683842,1,84,335500.0
5.0,2.75,3500,2.0,0,2,3,2950,550,34,61,8.525359754082631,1,87,970000.0
4.0,3.25,3770,2.0,0,0,5,2710,1060,34,52,8.319717386850606,0,89,1450000.0
5.0,1.75,1880,1.0,0,0,3,960,920,18,22,9.210440366976517,1,51,405000.0
4.0,2.5,1930,2.0,0,0,4,1930,0,17,19,9.174091239301061,0,22,315000.0
4.0,2.75,3510,2.0,0,0,3,3510,0,31,37,9.148571345578551,0,0,659950.0
3.0,1.75,1040,1.0,0,0,4,1040,0,15,15,9.105090961257085,0,47,382500.0
5.0,3.0,3880,2.0,0,0,3,3880,0,22,25,9.472781556562168,1,42,1815000.0
6.0,1.5,2550,1.0,0,0,4,1750,800,14,13,10.426468994072131,1,56,375900.0
3.0,1.75,1240,1.0,0,0,4,1240,0,32,42,8.993551586299981,1,36,347000.0
2.0,1.0,870,1.0,0,0,4,870,0,34,61,8.434028950155469,1,72,287919.782609
2.0,1.75,1110,2.0,0,0,3,1110,0,34,51,7.480992162869525,0,0,229800.0
3.0,1.0,1100,1.0,0,0,3,1100,0,34,55,8.434028950155469,1,97,450000.0
2.0,1.75,2430,1.0,0,4,3,2430,0,35,70,10.060534035475412,1,63,1000000.0
3.0,1.0,1320,2.0,0,0,3,1320,0,34,59,8.195885391314796,1,114,464000.0
4.0,2.5,2250,2.0,0,0,3,2250,0,31,37,8.926251835034533,0,25,440000.0
4.0,2.75,1750,1.5,0,0,3,1750,0,34,59,8.533263371593732,1,111,750000.0
3.0,2.25,2680,1.0,0,0,3,1570,1110,15,15,9.122928914965213,0,36,599990.0
4.0,2.5,2430,2.0,0,0,3,2430,0,37,38,8.517393171418904,0,5,480000.0
4.0,3.5,3360,2.0,0,0,3,2450,910,14,13,9.18686701579054,1,24,412000.0
4.0,2.0,2710,1.0,0,0,4,1460,1250,34,54,8.46611040118692,1,95,656500.0
3.0,2.5,1870,2.0,0,0,3,1870,0,5,9,8.519989278718239,0,11,458000.0
3.0,1.75,1460,1.0,0,0,4,1460,0,15,15,10.028003427233696,1,53,395000.0
4.0,2.75,3650,2.0,0,2,4,2530,1120,34,54,8.851233902846035,1,63,1210000.0
3.0,1.5,2010,1.0,0,0,3,1570,440,34,60,9.15704507491796,1,63,429950.0
3.0,1.0,1040,1.0,0,0,4,800,240,14,13,9.09301972939964,1,56,182805.0
3.0,1.75,1540,1.0,0,0,5,1540,0,15,15,9.429234909000977,0,47,396450.0
4.0,2.75,2414,2.0,0,0,3,2414,0,1,1,8.94819608331224,0,8,292000.0
3.0,2.0,1350,1.0,0,0,3,1350,0,11,11,9.376363155800634,0,28,325000.0
4.0,2.5,2250,2.0,0,0,3,2250,0,1,45,8.27308133366583,0,0,333490.0
5.0,6.25,8670,2.0,0,4,3,6120,2550,34,70,11.067169471278484,1,49,2888000.0
3.0,2.5,2490,2.5,0,0,3,2490,0,31,37,8.420902531097951,1,2,414000.0
4.0,3.5,3550,1.0,0,2,3,2260,1290,3,5,9.305741456739435,0,15,1355000.0
3.0,3.0,2630,2.0,0,0,3,2630,0,30,31,8.496378051702317,0,8,738000.0
5.0,2.75,2870,1.0,0,0,3,1650,1220,34,50,8.403352374992478,0,38,646000.0
3.0,2.5,1740,2.0,0,0,4,1740,0,15,17,8.662677858158219,0,25,496700.0
3.0,1.75,1200,1.0,0,0,5,1200,0,34,51,8.412054873292933,0,108,430000.0
4.0,2.25,2510,1.0,0,0,4,1610,900,14,13,9.007734471879521,0,42,267345.0
3.0,2.5,1640,3.0,0,0,3,1640,0,34,53,7.146772179452637,0,5,579000.0
3.0,1.0,1060,1.0,0,0,4,1060,0,34,49,8.97727273946428,0,46,326500.0
4.0,2.5,2550,2.0,0,0,3,2550,0,41,41,8.741456115998364,0,22,587000.0
3.0,1.0,1590,1.0,0,0,3,1590,0,34,63,8.76732914779405,0,70,529000.0
4.0,2.5,2130,1.0,0,0,3,1490,640,32,43,10.484389460685312,0,34,580000.0
3.0,4.5,4380,2.0,1,3,3,3720,660,6,68,10.758859869440865,1,46,995000.0
3.0,0.75,490,1.5,0,0,4,490,0,36,75,10.55843949396453,0,55,150000.0
3.0,1.75,1640,1.0,0,0,3,1090,550,34,61,8.914357274485015,1,66,556000.0
4.0,2.75,2910,1.0,0,0,3,2210,700,35,70,9.83633227734872,1,57,749950.0
2.0,1.0,780,1.0,0,0,1,780,0,39,69,9.70167731915831,0,72,7800.0
2.0,1.0,800,1.0,0,0,3,800,0,34,61,8.890272839380247,0,61,325000.0
3.0,3.75,3890,1.0,0,2,3,2390,1500,34,71,8.87360810154911,1,71,430000.0
2.0,1.75,1390,1.0,0,0,4,1390,0,10,73,8.40804774415544,0,34,216500.0
3.0,1.75,1400,1.0,0,0,3,1400,0,16,16,9.530683226667511,1,51,450000.0
5.0,3.0,2750,1.5,0,0,5,1750,1000,34,54,8.24301946898925,0,88,525000.0
4.0,2.25,2740,2.0,0,0,3,2740,0,15,15,11.389932631855782,0,23,549000.0
3.0,1.75,1560,1.0,0,0,3,1560,0,34,71,9.18901458526143,1,50,291000.0
4.0,2.5,3040,2.0,0,0,3,3040,0,1,45,10.090962474570878,0,15,420000.0
5.0,1.5,2520,1.5,0,0,4,1510,1010,12,12,8.657650544111494,0,86,250000.0
4.0,2.5,3160,1.5,0,4,3,2020,1140,34,55,8.438366410870266,1,97,1280000.0
3.0,3.25,1730,2.0,0,2,3,1320,410,34,58,7.114769448366463,0,6,645000.0
4.0,2.5,4570,2.0,0,4,5,4570,0,34,70,11.218393317568365,1,66,1580000.0
4.0,2.75,2140,2.0,0,0,3,2140,0,1,0,9.241548299100376,0,21,359500.0
4.0,2.5,2210,2.0,0,0,3,2210,0,34,56,8.48920515487607,1,1,650000.0
5.0,2.5,2220,1.0,0,0,4,1110,1110,31,36,9.144307401371744,0,46,299000.0
3.0,1.75,1490,2.0,0,0,3,1090,400,34,74,6.9440872082295275,0,6,584000.0
3.0,1.75,1490,1.0,0,0,4,1490,0,17,18,8.843759381917984,0,24,245000.0
2.0,1.5,1640,1.5,0,0,5,1540,100,34,48,8.314097335405807,0,98,710000.0
4.0,1.75,1960,1.0,0,0,4,1960,0,14,13,8.981052985901483,0,47,285500.0
3.0,2.25,1600,1.0,0,0,3,1090,510,18,22,9.234154550075438,1,35,390000.0
4.0,2.75,2020,1.0,0,0,5,1010,1010,34,61,8.863757191604241,0,56,513000.0
4.0,2.5,2770,2.0,0,0,3,2770,0,32,43,8.645938147306799,1,10,700000.0
3.0,2.25,2370,2.0,0,0,3,2370,0,30,32,12.291337080838684,1,35,587000.0
4.0,2.5,2300,2.0,0,0,3,2300,0,32,42,8.98594603876032,1,24,560000.0
4.0,2.5,2210,2.0,0,0,3,2210,0,6,66,9.151439264056021,0,15,375000.0
4.0,2.0,2030,2.0,0,0,3,2030,0,39,69,9.039196115772354,0,70,275000.0
2.0,1.0,860,1.0,0,0,3,860,0,34,56,8.525359754082631,1,58,370000.0
3.0,1.5,1270,2.0,0,0,3,1080,190,34,74,7.1846291527173145,1,10,386000.0
3.0,2.0,1900,1.0,0,0,3,1900,0,14,13,8.987571750367046,0,23,252500.0
4.0,2.5,2700,2.0,0,0,3,2700,0,39,69,8.85352256068954,0,13,383962.0
4.0,2.5,3640,2.0,0,0,3,3640,0,32,43,9.266437111328052,0,15,913000.0
4.0,2.5,2160,1.0,0,0,4,1390,770,19,67,8.965334573804839,1,38,440000.0
3.0,2.0,1240,1.0,0,0,3,1240,0,30,32,9.575330647518628,1,26,405000.0
4.0,2.5,2280,2.0,0,0,3,2280,0,17,26,10.647280317764965,0,20,445000.0
4.0,2.5,2550,1.0,0,0,3,1290,1260,3,6,9.210440366976517,1,50,642000.0
4.0,2.5,1880,2.0,0,0,3,1880,0,20,23,8.982937763741589,0,14,324900.0
4.0,2.5,2560,2.0,0,0,3,2560,0,15,17,9.080345575359996,0,22,642000.0
2.0,1.75,1650,1.0,0,0,4,950,700,34,51,8.294299608857235,1,67,355000.0
2.0,1.75,1890,2.0,0,0,3,1890,0,3,3,9.15556734612889,1,27,1065000.0
4.0,2.25,3250,2.0,0,0,4,3250,0,17,26,10.442725690738797,0,31,480000.0
3.0,1.0,980,1.0,0,0,3,760,220,34,54,8.761080103868347,1,73,499950.0
3.0,2.0,1860,2.0,0,0,5,1860,0,34,54,8.471777327885755,0,106,588000.0
4.0,1.75,1850,1.0,0,0,4,1270,580,34,71,8.699681400989514,0,70,230000.0
3.0,2.0,2420,1.0,0,0,5,1210,1210,15,15,10.565711500442564,0,65,349900.0
3.0,1.75,1850,1.0,0,2,5,1100,750,6,68,8.834919385216395,1,95,459950.0
3.0,2.75,2470,2.0,0,0,3,2470,0,15,17,8.188966863648876,0,7,773000.0
4.0,4.25,4960,2.5,0,0,3,3680,1280,34,52,8.699681400989514,1,105,1425000.0
3.0,2.5,2430,2.0,0,0,3,2430,0,15,15,10.897849819830439,1,27,770000.0
5.0,5.5,5190,2.0,0,2,3,5190,0,37,38,9.444463427333401,0,13,925000.0
4.0,2.25,2070,2.0,0,0,4,2070,0,17,20,8.902591637374087,0,37,280927.0
3.0,2.5,2390,2.0,0,0,3,2220,170,15,17,7.59337419312129,0,6,629800.0
2.0,1.0,1250,1.0,0,0,4,1250,0,34,60,8.999742789830492,1,67,365000.0
3.0,1.0,1220,1.0,0,0,4,1220,0,35,62,9.472781556562168,1,59,300000.0
2.0,2.0,1870,1.0,0,0,3,1870,0,30,32,8.744488113852924,0,11,579000.0
4.0,3.75,3460,2.0,0,0,3,3460,0,31,37,8.815666824946216,1,1,971971.0
3.0,2.5,1520,2.0,0,0,3,1520,0,20,23,8.187021067343505,1,10,288000.0
3.0,1.5,1810,1.0,0,0,5,1810,0,12,12,11.514813681167466,0,45,358000.0
3.0,1.5,1010,1.5,0,0,5,1010,0,34,60,8.946895523888447,0,61,405000.0
3.0,2.0,1270,3.0,0,0,3,1270,0,34,47,7.188412736496954,0,8,360000.0
3.0,2.75,2600,1.5,0,0,3,2600,0,36,75,11.076387559107486,0,5,415000.0
3.0,1.75,1770,1.0,0,0,3,1770,0,14,13,10.275223507900165,1,55,215000.0
2.0,1.75,1220,1.0,0,0,3,1220,0,1,0,9.65509029374725,1,42,215500.0
4.0,2.5,2170,2.0,0,0,3,2170,0,11,11,9.548596730390898,0,22,442500.0
4.0,1.5,1370,1.0,0,0,3,900,470,18,22,9.206131527202128,1,42,370000.0
4.0,2.75,2310,1.0,0,2,3,1330,980,34,57,8.639587799629844,1,62,450000.0
4.0,3.5,3010,2.0,0,0,3,2370,640,34,53,8.188966863648876,0,15,1280000.0
4.0,3.75,3860,2.5,0,0,3,3860,0,15,17,8.607947554684701,0,7,1051000.0
3.0,2.75,1560,1.0,0,0,5,1030,530,18,22,8.9082888855571,0,42,440000.0
3.0,2.5,2660,2.0,0,0,3,2660,0,34,57,8.512381634419015,0,0,599950.0
4.0,2.5,1960,2.0,0,0,3,1960,0,31,34,8.872627365918836,0,12,369990.0
4.0,2.5,1820,2.0,0,0,3,1820,0,20,23,8.817890200945513,0,20,322500.0
3.0,2.0,1890,2.0,0,0,3,1430,460,34,63,7.3777589082278725,1,2,458500.0
4.0,2.5,2000,2.0,0,0,3,2000,0,20,23,9.215526898663482,0,17,320000.0
3.0,2.0,1300,1.0,0,0,3,1300,0,3,5,9.571574905170932,1,59,502000.0
4.0,2.75,2250,1.0,0,0,3,1200,1050,34,52,8.648396877031582,1,63,648475.0
4.0,2.5,2700,2.0,0,0,3,2700,0,34,54,8.360773272144936,1,10,1200000.0
3.0,1.0,1580,1.0,0,0,3,1180,400,34,74,8.748463629942055,1,89,535000.0
3.0,1.75,1800,1.0,0,0,5,900,900,34,47,8.699681400989514,0,109,471001.0
3.0,1.75,1990,1.0,0,0,3,1190,800,30,31,9.1689974084418,1,37,507500.0
4.0,2.5,2050,2.0,0,0,3,2050,0,10,73,8.663542087751374,0,12,256000.0
3.0,2.5,2570,2.0,0,0,3,2570,0,1,45,8.434028950155469,0,0,339990.0
3.0,1.75,1760,1.0,0,0,4,1460,300,34,63,9.036106025364846,1,54,680000.0
4.0,2.25,2110,2.0,0,0,4,2110,0,22,25,9.44572864970683,0,42,672500.0
3.0,2.25,1580,1.0,0,0,3,1180,400,30,32,10.576176891193677,0,22,425000.0
4.0,2.0,2120,2.0,0,0,3,2120,0,34,53,8.119993827725105,1,109,1200000.0
3.0,2.5,2210,2.0,0,0,3,2210,0,14,13,8.930361883909434,0,25,330000.0
4.0,2.75,2150,1.0,0,0,5,1240,910,24,34,9.201904893155081,0,38,411000.0
2.0,1.0,1050,1.0,0,0,5,1050,0,34,50,8.517393171418904,0,107,515000.0
4.0,2.0,1240,1.0,0,0,3,1040,200,34,59,8.006700845440367,1,106,375000.0
2.0,1.0,900,1.0,0,0,3,900,0,39,69,9.057305735807121,0,96,83000.0
2.0,0.75,850,1.0,0,2,5,550,300,34,51,8.95040315983296,1,105,360000.0
4.0,2.5,2440,2.0,0,0,3,2440,0,20,23,8.294299608857235,0,5,350000.0
5.0,3.0,4480,2.5,0,0,5,3420,1060,34,53,8.517393171418904,0,112,1990000.0
3.0,2.0,1200,1.0,0,0,3,880,320,34,54,8.523175263093785,1,77,420000.0
4.0,3.25,3450,2.0,0,3,4,2430,1020,6,68,9.327323087461798,1,54,1035000.0
4.0,3.5,5270,2.0,0,0,3,3440,1830,31,36,10.886108948699558,1,10,782000.0
4.0,2.75,3040,2.0,0,0,3,2100,940,34,46,7.937731775260109,1,108,840000.0
3.0,2.0,1800,1.0,0,0,3,1800,0,18,21,9.446992273315185,1,58,470000.0
4.0,1.0,1660,1.5,0,0,3,1260,400,34,54,8.45638105201948,1,84,548800.0
3.0,2.5,2070,2.0,0,0,3,2070,0,17,18,9.028578658440741,0,17,325000.0
3.0,3.5,1820,2.0,0,0,3,1430,390,34,64,7.31455283232408,0,0,499950.0
3.0,2.0,1820,1.5,0,0,4,1720,100,34,55,8.517393171418904,1,73,750000.0
4.0,2.5,2910,2.0,0,2,3,2910,0,37,38,8.661639795781266,1,16,589000.0
2.0,1.75,1640,1.0,0,0,3,840,800,34,48,8.314097335405807,1,93,527000.0
3.0,2.5,1720,2.0,0,0,3,1720,0,31,34,7.558516743045645,0,9,280000.0
3.0,3.25,3690,2.0,0,0,3,3690,0,18,21,8.881975184248867,0,7,1580000.0
3.0,1.5,1500,1.5,0,0,4,1140,360,34,56,8.517393171418904,0,87,470000.0
5.0,2.0,2700,1.0,0,0,4,1540,1160,3,6,9.294313805752362,0,52,580000.0
2.0,0.75,660,1.0,0,0,4,660,0,17,20,8.564267598802166,1,102,100000.0
5.0,2.0,2120,1.5,0,0,3,2120,0,40,40,11.831859080925614,1,101,437000.0
3.0,1.75,1790,1.0,0,2,3,1350,440,34,74,8.718990524710849,1,74,790000.0
3.0,2.25,2090,1.0,0,0,3,2090,0,26,27,9.61587214452889,1,53,383000.0
3.0,1.0,1390,1.5,0,0,3,1390,0,34,54,8.479491324232226,1,106,341000.0
3.0,1.5,1430,1.0,0,0,4,1430,0,3,6,8.987321812850125,0,58,518000.0
4.0,3.0,4410,2.0,0,0,3,3400,1010,37,38,8.537975730598767,0,8,765000.0
4.0,1.0,1390,1.5,0,0,4,1390,0,34,70,9.287394001418473,1,73,417500.0
4.0,2.5,2540,2.0,0,0,5,2540,0,17,20,9.036106025364846,0,37,269950.0
7.0,4.0,3440,2.0,0,0,3,3440,0,34,47,8.999742789830492,1,44,550000.0
4.0,1.5,1920,1.0,0,0,3,1370,550,14,13,9.249945626568541,1,55,210000.0
3.0,2.5,2740,2.0,0,4,3,2740,0,17,20,11.3290026268093,1,41,400000.0
2.0,1.0,990,1.0,0,0,3,990,0,34,56,8.476996001664824,1,67,430000.0
3.0,1.5,980,1.0,0,0,5,980,0,18,22,8.960724500330858,0,45,350000.0
2.0,1.0,860,1.0,0,0,4,860,0,34,56,8.263848131368906,0,98,420000.0
3.0,2.5,2090,2.0,0,0,3,2090,0,31,34,8.707152175339404,0,14,415000.0
3.0,2.0,1570,1.0,0,0,4,1570,0,35,67,8.881975184248867,0,62,176225.0
4.0,1.0,1600,1.5,0,0,4,1600,0,34,56,8.612685172875459,1,68,625000.0
2.0,1.0,1060,1.0,0,0,4,1060,0,35,67,8.881975184248867,1,63,299995.0
6.0,2.5,2640,2.0,0,0,5,1760,880,34,61,8.210939733379021,1,92,880000.0
3.0,1.0,1280,1.0,0,0,3,1280,0,41,41,9.200189020919808,1,46,368000.0
5.0,3.0,2795,2.0,0,0,3,2795,0,11,11,9.62258246436337,0,18,562000.0
3.0,1.75,3320,1.5,0,3,4,2260,1060,12,12,13.077970431285591,1,81,667000.0
3.0,2.75,2600,1.5,0,2,5,1600,1000,34,55,8.678631537293768,0,85,805000.0
3.0,1.75,1760,1.0,0,0,4,1230,530,3,4,9.463042725531936,0,47,497333.333333
4.0,2.75,2340,1.0,0,0,3,1720,620,19,67,9.308827318690836,1,47,440000.0
4.0,2.0,2100,1.0,0,0,5,1050,1050,34,60,9.508146027598816,0,52,475000.0
4.0,2.75,3090,2.0,0,0,3,3090,0,32,42,8.675904882571059,0,4,760005.0
3.0,3.5,2080,2.0,0,0,3,2080,0,20,23,8.537191877922927,1,10,357500.0
3.0,2.5,1420,3.0,0,0,3,1420,0,34,62,7.856319571406588,1,10,435000.0
3.0,2.5,1660,2.0,0,2,3,1400,260,34,52,7.343426229147367,0,12,700000.0
3.0,3.25,2940,3.0,0,3,4,2440,500,34,52,8.600246746551523,1,36,1712500.0
3.0,1.75,1750,1.0,0,0,4,1470,280,30,31,9.419466131522189,0,46,499000.0
3.0,2.0,2910,2.0,0,0,4,1920,990,34,57,8.79497643168877,1,114,718500.0
2.0,1.0,910,1.0,0,0,3,910,0,31,36,9.197255132427527,1,57,223000.0
4.0,2.25,1870,1.0,0,0,4,1170,700,18,22,9.177920480720072,0,55,325000.0
4.0,2.5,3140,2.0,0,0,3,3140,0,14,13,8.9947928972836,0,23,389950.0
2.0,1.5,1340,2.0,0,0,3,1120,220,34,64,7.099201743553092,0,6,345000.0
4.0,2.5,3060,1.0,0,0,4,1700,1360,35,62,9.214730720277476,0,46,475000.0
5.0,3.25,2900,1.0,0,0,4,1890,1010,3,4,9.405989388981,0,47,790000.0
3.0,1.5,1650,1.0,0,0,5,1130,520,31,36,9.14644164612595,0,36,320000.0
4.0,2.5,3240,2.0,0,0,3,2060,1180,34,52,8.188966863648876,0,6,1220000.0
4.0,3.0,2400,1.0,0,0,4,1200,1200,34,50,8.114025442356757,0,50,675000.0
3.0,2.0,2950,2.0,0,0,4,2310,640,6,68,9.40894529884324,1,96,495000.0
4.0,2.5,2240,1.0,0,0,4,1370,870,14,13,9.192888978362427,0,26,220000.0
4.0,1.75,1880,1.5,0,0,4,1090,790,34,50,8.263848131368906,0,70,560000.0
3.0,1.75,1190,1.0,0,0,4,1190,0,1,45,8.893023494394711,0,46,235000.0
2.0,2.0,1700,1.0,0,0,5,850,850,1,1,8.06211758275474,0,87,189000.0
4.0,2.75,2290,2.0,0,0,4,2170,120,34,54,8.71948076085107,1,88,1003000.0
3.0,1.75,1500,1.0,0,0,3,1500,0,4,8,9.39007525287337,0,0,224000.0
3.0,1.75,1680,1.0,0,0,4,1070,610,11,11,12.431098424342297,1,74,350000.0
3.0,1.5,1240,1.0,0,0,4,1240,0,3,5,9.32375833901174,1,60,345000.0
3.0,2.5,2538,2.0,0,0,3,2538,0,1,45,8.434028950155469,1,1,289373.307692
4.0,2.25,2340,1.0,0,0,4,2340,0,1,45,12.287721754557577,1,32,404950.0
2.0,1.5,1088,2.0,0,0,3,1088,0,18,22,7.215975002651466,1,31,250000.0
4.0,1.0,1550,1.5,0,0,3,1550,0,34,61,8.954286157204713,1,60,385200.0
4.0,1.75,2100,1.0,0,0,3,1030,1070,34,49,9.387900611668426,1,50,368000.0
4.0,4.25,4850,2.0,1,4,5,3850,1000,18,22,9.429154565129164,0,25,3000000.0
3.0,1.0,880,1.5,0,0,5,880,0,35,67,9.131188933670746,0,68,291500.0
4.0,2.5,2990,2.0,0,0,3,2990,0,32,42,8.642944396721798,0,11,655000.0
4.0,3.25,3450,2.0,0,0,3,3450,0,32,42,8.729882284826589,0,0,852880.0
3.0,2.75,3290,2.0,0,0,4,3290,0,24,34,10.02791513091118,0,21,595000.0
4.0,2.75,2500,2.0,0,0,3,2500,0,30,32,8.507344855361422,0,4,680000.0
3.0,1.0,1170,1.0,0,0,2,1170,0,11,11,9.305741456739435,0,34,119500.0
2.0,1.0,1730,1.0,0,0,3,1380,350,1,0,9.170663554823284,1,52,200000.0
4.0,3.5,2500,2.0,0,0,3,1810,690,30,31,8.033009498596668,0,6,599950.0
3.0,2.5,2300,2.0,0,0,3,2300,0,37,38,8.90910013492555,0,13,567500.0
5.0,1.5,1730,1.0,0,0,3,1010,720,31,36,9.130322663990151,1,52,287000.0
4.0,3.5,4170,2.0,0,0,3,4170,0,24,37,9.184919994629272,1,10,1200000.0
3.0,3.0,2470,2.0,0,0,5,1860,610,34,56,8.910720661951359,0,37,245000.0
3.0,1.0,910,1.0,0,0,3,910,0,34,66,9.081369990679223,1,48,221000.0
4.0,2.5,2700,2.0,0,0,3,2700,0,30,31,9.08375621986673,1,10,690000.0
3.0,2.25,1450,2.0,0,0,3,980,470,34,59,7.27655640271871,0,9,482500.0
4.0,1.0,1320,1.5,0,0,3,1320,0,34,59,8.398634855292102,0,85,387500.0
5.0,2.0,1930,1.0,0,0,4,1020,910,16,16,9.184817414745098,0,52,400000.0
3.0,1.75,2000,1.0,0,0,4,2000,0,18,21,9.150271845510064,1,53,374000.0
2.0,1.75,1590,1.5,0,3,3,1320,270,34,74,8.544224530467268,1,87,850000.0
4.0,2.5,2360,2.0,0,0,3,2360,0,18,22,8.561592778712923,0,13,600000.0
3.0,1.0,1500,1.0,0,0,4,1500,0,31,37,9.510519035757246,0,46,270000.0
3.0,1.0,1240,1.0,0,0,4,1240,0,34,47,8.160803920954665,0,87,660000.0
3.0,2.0,1570,2.0,0,2,4,1050,520,34,59,8.853808274977197,0,43,233166.666667
3.0,2.0,2140,1.0,0,0,4,1480,660,31,34,8.881975184248867,0,48,346150.0
3.0,2.5,1870,2.0,0,0,3,1870,0,5,9,8.60337088765729,0,11,425000.0
4.0,3.25,3960,2.0,0,0,3,3960,0,32,43,8.85552084853691,0,9,860000.0
2.0,1.0,1180,1.0,0,0,4,1180,0,35,62,8.787678239039497,1,65,275000.0
3.0,2.25,2430,2.0,0,0,3,1810,620,18,21,8.612685172875459,0,25,791000.0
4.0,2.5,2960,2.0,0,0,3,2960,0,20,23,8.528133131454572,0,8,385000.0
3.0,2.75,2550,2.0,0,0,3,2550,0,35,67,9.320180837655714,0,20,430000.0
3.0,1.0,1020,1.0,0,0,3,1020,0,34,49,8.971448463693834,1,58,218000.0
5.0,4.75,5305,2.0,0,2,3,3745,1560,18,21,9.036225051729327,0,9,2700000.0
3.0,2.5,2080,2.0,0,0,3,2080,0,9,26,8.482394685873542,0,12,290000.0
2.0,1.0,710,2.0,0,0,4,710,0,34,46,7.05444965813294,0,71,399950.0
4.0,2.25,1770,1.0,0,0,4,1190,580,31,36,10.408285043563778,0,49,390000.0
3.0,1.0,1840,1.0,0,0,4,920,920,6,68,8.999742789830492,1,61,185000.0
4.0,2.0,2030,1.5,0,0,3,1430,600,33,72,9.169622538697624,1,67,253779.0
5.0,2.25,3000,2.0,0,0,4,3000,0,30,31,9.539644119118783,0,39,600000.0
2.0,2.0,2280,2.0,0,0,3,2280,0,40,40,13.371102938001258,1,24,849900.0
4.0,2.5,3290,2.0,0,0,3,3290,0,37,38,8.73294952429643,0,6,648000.0
4.0,4.0,3570,2.0,0,0,3,2860,710,22,25,9.018089684104343,1,1,597326.0
4.0,2.5,2280,2.0,0,0,3,2280,0,20,23,8.517393171418904,0,8,345000.0
6.0,2.5,2890,1.0,0,0,3,1630,1260,3,7,9.002454823050954,1,37,502000.0
4.0,1.0,1540,1.5,0,0,4,1540,0,17,19,11.656462879966424,0,91,132500.0
2.0,1.5,2730,1.0,0,0,4,1570,1160,11,11,9.89736887152795,1,38,460000.0
4.0,2.0,1850,1.0,0,0,4,1540,310,17,20,8.93075873555827,1,36,250000.0
4.0,3.5,3760,2.0,0,0,3,2860,900,34,56,8.517393171418904,0,0,919204.0
4.0,1.0,1120,1.5,0,0,3,1120,0,34,70,8.868554040531201,0,68,554000.0
3.0,2.0,1110,1.0,0,0,4,1110,0,17,19,8.886270902072013,0,23,223000.0
3.0,1.5,1650,1.0,0,0,3,1090,560,14,2,9.204020443231363,1,47,219950.0
3.0,1.75,2300,1.0,0,0,3,2300,0,41,41,10.48355001802591,0,30,520000.0
3.0,1.0,1460,1.0,0,0,4,1460,0,17,26,9.18512512283512,0,45,201000.0
4.0,1.0,1230,1.5,0,0,3,1230,0,6,68,8.910720661951359,0,70,252750.0
5.0,3.5,4210,2.0,0,3,3,4210,0,3,5,9.756089025531404,0,19,1365000.0
3.0,2.5,1780,2.0,0,0,3,1780,0,35,67,8.30671904320269,0,13,370000.0
4.0,2.5,2810,2.0,0,0,3,2810,0,32,43,9.30446803470088,0,17,742000.0
4.0,1.5,1390,1.0,0,0,3,1140,250,34,62,8.881975184248867,1,49,400000.0
3.0,1.0,1040,1.0,0,0,3,1040,0,34,63,8.740496729931813,1,72,400000.0
5.0,3.25,4860,2.0,0,2,4,3820,1040,22,25,10.074242472958618,0,25,1680000.0
2.0,1.5,1480,1.0,0,0,4,940,540,31,34,8.892473968347087,1,36,269500.0
3.0,1.5,2380,1.0,0,0,4,1850,530,16,16,9.581972891547895,1,53,370000.0
3.0,1.75,1710,1.0,0,0,4,1710,0,16,16,9.287394001418473,1,56,368000.0
3.0,2.25,1890,1.0,0,0,4,1230,660,34,60,8.881975184248867,0,41,435000.0
2.0,2.75,1430,2.0,0,0,3,995,435,34,53,7.262628600974241,0,8,465000.0
2.0,1.0,1260,1.0,0,0,4,1260,0,34,47,8.384347278082808,1,67,405000.0
3.0,1.75,2030,1.0,0,0,4,2030,0,6,68,9.746892220313054,1,61,440000.0
4.0,2.5,2470,2.0,0,0,3,2470,0,37,38,8.245909264774093,0,15,449950.0
3.0,1.0,1640,1.0,0,0,4,1090,550,14,2,9.42424134192346,1,60,253500.0
3.0,2.0,1490,1.0,0,0,4,1490,0,9,26,8.958154135209242,0,24,83300.0
4.0,2.5,2850,2.0,0,0,3,2850,0,32,43,10.532709357279819,1,27,645000.0
4.0,2.75,2530,2.0,0,0,3,2530,0,11,11,9.559517275737559,0,17,469950.0
5.0,2.75,2730,1.0,0,0,3,2080,650,32,43,10.024509780783578,1,46,599000.0
3.0,2.25,2280,1.0,0,1,4,1150,1130,34,55,8.657129031713755,0,29,475000.0
4.0,2.25,2360,2.0,0,0,3,2360,0,34,53,8.294299608857235,1,1,1300000.0
3.0,1.5,1360,1.5,0,0,5,1360,0,26,27,9.186150133174966,0,30,240000.0
2.0,1.0,1310,1.0,0,0,4,940,370,17,19,8.871926251117628,0,34,253000.0
