bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,city,x,y,z,zipcode,log_sqft_lot,was_renovated,age,price
3.0,2.75,2200,1.0,0,0,4,1280,920,383118.7148705018,-0.3599918350978484,-0.5723401144112629,0.7367717910578458,369130.20940281975,8.853808274977197,0,37,325000.0
2.0,1.0,700,1.0,0,0,3,700,0,570921.3700843812,-0.3605122738960899,-0.5682968433559565,0.7396415335836177,556782.41036685,7.755767170102998,1,69,367000.0
6.0,2.5,4410,1.0,0,2,4,2350,2060,312599.218230847,-0.36235577287374554,-0.572664280906035,0.735359718260012,353008.25362959073,9.549309488795982,0,49,472000.0
4.0,2.5,2740,2.0,0,0,3,2740,0,693846.6908052936,-0.35731129607233286,-0.5713449927847798,0.7388460847286596,639616.9495846,8.87360810154911,0,21,651000.0
4.0,1.75,1890,1.0,0,0,4,1250,640,448605.0041017414,-0.3595665945198154,-0.5680268696908437,0.7403089486252641,403563.9717036811,8.987321812850125,1,54,375000.0
1.0,1.0,790,1.0,0,0,3,790,0,570921.3700843812,-0.3611727595576291,-0.5710634026139234,0.7371843920950409,278595.8087887524,9.477539085486564,1,72,135000.0
5.0,2.75,2481,2.0,0,0,3,2481,0,316252.5191406243,-0.36249429109511383,-0.5737567893097456,0.7344392661373867,306997.97536354285,8.305484017727691,0,0,309000.0
3.0,1.75,1420,3.0,0,0,3,1420,0,570921.3700843812,-0.36040794014661337,-0.568954196454695,0.7391868769234662,588516.8146220621,7.0817085861055755,0,8,455000.0
3.0,2.5,2700,2.0,0,0,3,1280,1420,570921.3700843812,-0.3603726207093858,-0.5695359886912227,0.7387559352239146,613033.5377530168,7.271703706887368,0,11,670000.0
3.0,3.0,2340,2.0,0,0,5,2160,180,570921.3700843812,-0.36020569027738925,-0.5687052955383185,0.7394769418436679,588516.8146220621,7.9966538754626075,0,89,660000.0
4.0,2.5,2100,2.0,0,0,3,2100,0,383118.7148705018,-0.3603252213675053,-0.5725075458615256,0.7364786791062395,369130.20940281975,8.27308133366583,0,5,346000.0
4.0,2.5,1990,2.0,0,0,3,1990,0,312599.218230847,-0.36289703072460605,-0.5727712673460694,0.7350094015684709,321879.98856389115,8.805674944038582,0,25,260000.0
3.0,2.25,1920,1.0,0,0,4,1300,620,313067.3212064117,-0.3605608522845116,-0.5726694719302282,0.7362374261873815,330073.55167527334,9.177920480720072,1,53,260000.0
4.0,2.5,2730,1.5,0,0,5,2230,500,570921.3700843812,-0.36060493240551006,-0.5691408432577597,0.7389470774423996,716512.521125783,8.476579508530941,1,105,980000.0
4.0,1.75,1700,1.5,0,0,3,1340,360,431949.4164202884,-0.35521825200623486,-0.5705937061108387,0.7404342077378198,431949.4164202884,9.91758767691491,1,49,400000.0
4.0,2.25,2070,1.0,0,0,3,1470,600,498394.2619433059,-0.3588650270864616,-0.5681979999285685,0.7405180114024288,407040.06294389145,10.582713277755028,1,37,445800.0
3.0,2.0,2050,1.0,0,0,3,2050,0,312599.218230847,-0.36267852840443143,-0.5734874325207118,0.7345586768769382,353008.25362959073,9.495820020872763,0,21,314500.0
4.0,2.0,1780,1.5,0,0,5,930,850,570921.3700843812,-0.3605688525437654,-0.5711801700822204,0.7373895279159571,347751.1941727795,8.582418976333944,0,96,315000.0
4.0,2.75,2520,2.0,0,0,3,2520,0,431949.4164202884,-0.35598542077407486,-0.5706306204730212,0.7400372120203685,431949.4164202884,9.548382803766913,0,15,234975.0
2.0,1.0,2550,1.0,0,1,4,1610,940,349887.3325064,-0.3618722252459539,-0.5719994927801484,0.736114850315353,354490.56704367406,9.983960936686005,1,56,180785.714286
2.0,1.5,1490,1.0,0,0,3,930,560,570921.3700843812,-0.3615626554809409,-0.5701745564342131,0.7376811108850617,444596.63870552,8.314097335405807,1,58,389250.0
4.0,3.5,2370,2.5,0,0,3,2370,0,383118.7148705018,-0.3596695591596198,-0.5718136157141984,0.7373377768009582,407899.73157893785,8.214194414852564,1,1,400000.0
3.0,1.0,1690,1.0,0,0,3,1020,670,570921.3700843812,-0.3606278605132661,-0.5713839240541132,0.737202792692857,347751.1941727795,8.35490952835879,1,47,269000.0
3.0,2.5,2210,1.0,0,0,4,1450,760,313067.3212064117,-0.3610455036791784,-0.5728763923625225,0.7358388297356626,343231.19712634454,9.222268942841456,0,48,210614.285714
3.0,1.0,1830,1.5,0,0,3,1430,400,570921.3700843812,-0.3603965972604716,-0.568963222086426,0.7391854602169239,588516.8146220621,8.006700845440367,1,88,499950.0
2.0,1.0,920,1.0,0,0,3,920,0,570921.3700843812,-0.36039818611343877,-0.5690293058354225,0.7391338150474515,588516.8146220621,8.237743803890933,1,104,427000.0
4.0,2.5,2410,2.0,0,0,3,2410,0,547128.9151012066,-0.3565783929581915,-0.5733323695389024,0.7376597072595609,547128.9151012066,8.472405008626103,0,14,440000.0
4.0,2.5,3430,2.0,0,0,3,3430,0,606306.1674573087,-0.356797650501323,-0.5695751677509778,0.7404590230918799,650412.6043845192,11.0735208734325,1,1,646212.5
2.0,1.75,1460,1.0,0,0,4,1460,0,370858.83046169276,-0.359838500093808,-0.573804482233883,0.735706918561015,352965.5354258385,8.978029932837156,0,27,237950.0
4.0,2.25,1820,1.5,0,0,4,1320,500,570921.3700843812,-0.35984794938106923,-0.5683775988123594,0.7399029385632524,403563.9717036811,9.018695487721343,0,84,399888.0
4.0,2.5,2050,2.0,0,0,4,2050,0,606306.1674573087,-0.3564786564323991,-0.5699806213971967,0.7403006542883891,650412.6043845192,10.44065321163396,0,25,540000.0
4.0,2.5,5300,2.0,1,2,2,4570,730,570921.3700843812,-0.3595905910852915,-0.5694972703529869,0.739166737525051,818571.7812452,10.173972600159388,0,91,2555000.0
2.0,2.0,1880,1.5,0,0,3,1880,0,570921.3700843812,-0.36026520762096914,-0.5696354388111853,0.7387316475068659,954271.0630011677,8.594339400592892,0,112,751750.0
5.0,2.5,2700,1.0,0,0,4,1750,950,823248.8103435911,-0.35889471336187306,-0.5706344853662699,0.7386276929764217,709710.9762314188,9.715409458629793,0,47,744500.0
4.0,2.5,2350,2.0,0,0,4,2350,0,823248.8103435911,-0.3592133157929514,-0.5714489626906049,0.7378427181973575,752510.1852842425,8.98744678941718,0,27,770000.0
4.0,2.5,2870,2.0,0,0,4,2870,0,600900.6933288985,-0.3577664275602174,-0.5721265635936543,0.7380205813805709,619295.5542510055,9.445333439647541,0,28,720000.0
4.0,2.25,2420,2.0,0,0,4,2420,0,1046568.688211033,-0.36003616287698953,-0.5711532299470485,0.7376706238843105,1046568.688211033,9.23024103368252,0,41,672500.0
3.0,2.0,1610,1.5,0,0,5,1610,0,570921.3700843812,-0.3598196685620026,-0.5690294179478894,0.7394155310958898,595514.472632154,8.537191877922927,0,74,690000.0
3.0,2.75,1960,1.5,0,0,5,1410,550,570921.3700843812,-0.36033693253448185,-0.568810655252289,0.7393319508333871,588516.8146220621,7.824445930877619,0,88,599000.0
4.0,1.75,1820,1.0,0,0,4,1080,740,313067.3212064117,-0.36034581732854826,-0.572830480506697,0.7362174492201928,330073.55167527334,9.001962272862446,0,34,264000.0
5.0,3.0,2300,2.0,0,0,3,2300,0,312599.218230847,-0.36209792365005466,-0.5733151820176002,0.7349794526083332,306997.97536354285,9.01371703047137,1,1,312891.0
3.0,2.0,1170,1.0,0,0,3,1170,0,570921.3700843812,-0.3615157020273526,-0.5704390022898005,0.7374996554943517,337466.1679427965,8.586905803827538,1,95,335000.0
3.0,2.5,2440,2.0,0,0,3,2440,0,660891.9679916813,-0.35774823280228063,-0.570589274926215,0.739218561229371,641599.3605464451,8.331827004436057,0,11,710000.0
6.0,5.0,6050,2.0,0,3,3,6050,0,669072.4947818001,-0.35674561359202384,-0.5721491867605626,0.7384970380929617,669072.4947818001,12.348669695621519,0,13,1600000.0
3.0,1.75,1150,1.0,0,0,5,1150,0,823248.8103435911,-0.35940232615783285,-0.5712496350662446,0.7379050226072601,752510.1852842425,9.255982729854884,0,55,464500.0
3.0,2.25,1980,1.0,0,0,4,1980,0,660891.9679916813,-0.35729497602492377,-0.5711311687447114,0.7390192745765494,671572.3083316834,10.618591900448115,0,34,550000.0
4.0,2.0,1790,1.0,0,1,4,1670,120,349887.3325064,-0.3619239197492056,-0.5720434661427672,0.7360552622981098,354490.56704367406,9.594990340370426,1,54,240000.0
2.0,1.0,790,1.0,0,0,4,790,0,448605.0041017414,-0.35980415846678926,-0.5679794949384804,0.7402298702966763,403563.9717036811,9.038958755220563,1,61,268500.0
2.0,1.75,1300,2.0,0,0,3,1300,0,570921.3700843812,-0.3597239111617079,-0.5692896575275986,0.7392617896054369,818571.7812452,8.294299608857235,1,66,440000.0
3.0,1.5,1760,1.0,0,0,3,1160,600,570921.3700843812,-0.36031296350076664,-0.5706994877473023,0.7378866193516874,453199.5853563681,8.813438494528507,1,56,470000.0
4.0,2.0,3140,1.0,0,1,3,1940,1200,570921.3700843812,-0.3609217482107829,-0.5685837663176203,0.7392212066415181,730222.9387988464,9.294313805752362,1,75,775000.0
3.0,1.75,2340,1.0,0,0,5,1170,1170,570921.3700843812,-0.36035373134718274,-0.5702877327799067,0.7381849972364083,605410.474699562,8.344505083590521,0,97,640000.0
4.0,3.0,2130,1.0,0,0,5,1440,690,570921.3700843812,-0.36148810249072444,-0.5697010367841383,0.738083383124653,614916.6484850863,8.752423403865594,1,66,620000.0
3.0,2.25,1520,3.0,0,0,3,1520,0,570921.3700843812,-0.36056510102129935,-0.5686762485442681,0.7393241050223629,569798.3944541962,7.108244139731541,1,1,565000.0
2.0,2.5,2560,2.0,0,0,5,1690,870,570921.3700843812,-0.3601591143077273,-0.5697164919256589,0.7387208750326433,954271.0630011677,7.824445930877619,0,113,780000.0
4.0,2.5,5730,2.0,0,4,3,4280,1450,693846.6908052936,-0.3579149416360322,-0.5713886477634035,0.7385200794567368,639616.9495846,10.713261545027793,0,23,1228000.0
3.0,1.75,2200,1.5,0,1,3,2200,0,823248.8103435911,-0.3594005990843405,-0.570422112633944,0.7385457486141568,1165519.5017678735,9.590897844378162,1,66,1230000.0
5.0,2.75,3030,2.0,0,0,3,3030,0,693846.6908052936,-0.3579435154765094,-0.5715643061305731,0.7383702890053164,728815.1222688869,8.946374826141717,0,0,837219.0
4.0,2.5,2630,2.0,0,0,3,2630,0,606306.1674573087,-0.35737973991795524,-0.5691397515967388,0.7405131090322284,557810.543746771,10.793578035907808,0,28,625000.0
3.0,2.0,1463,3.0,0,0,3,1463,0,570921.3700843812,-0.35990753571804296,-0.5689342386272747,0.739446007394028,595514.472632154,6.767343125265392,0,11,390000.0
2.0,2.0,1240,2.0,0,0,3,1240,0,570921.3700843812,-0.36069737343763947,-0.5685072683376613,0.7393895391756895,556782.41036685,7.824445930877619,0,29,445000.0
4.0,1.5,1840,1.5,0,0,4,1840,0,448605.0041017414,-0.3597521458948053,-0.5677886900015047,0.7404015106889354,733814.6171307225,9.338557669776936,1,64,415000.0
2.0,1.0,860,1.0,0,0,5,860,0,398684.1882493567,-0.36132868781960575,-0.571023729090119,0.7371387116239224,278595.8087887524,8.79497643168877,0,65,200000.0
3.0,2.5,4310,1.5,0,4,5,2510,1800,448605.0041017414,-0.35998774679077045,-0.5676744613451311,0.7403745863392526,733814.6171307225,10.376424375759305,0,32,1735000.0
5.0,2.5,2550,1.0,0,0,4,1610,940,823248.8103435911,-0.3590231760859314,-0.5702587776515904,0.7388553887903129,1165519.5017678735,9.946355452763305,1,61,895000.0
4.0,2.5,2010,2.0,0,0,4,2010,0,600900.6933288985,-0.3576477509450281,-0.5719691443670721,0.7382000976266276,619295.5542510055,8.983816112502495,0,25,590000.0
3.0,1.75,2000,1.0,0,0,4,1110,890,570921.3700843812,-0.36071365681684603,-0.5684095587331432,0.7394567136260323,556782.41036685,8.517393171418904,0,93,546000.0
4.0,1.0,1440,1.5,0,0,4,1440,0,570921.3700843812,-0.36137133786243025,-0.5697514917360756,0.7381016148444832,614916.6484850863,8.188966863648876,0,90,550000.0
4.0,1.0,1660,1.0,0,0,1,930,730,660891.9679916813,-0.3582246057294435,-0.5703404199714456,0.7391799085451253,641599.3605464451,10.458779721372386,0,81,550000.0
3.0,1.5,2500,1.5,0,2,3,1450,1050,570921.3700843812,-0.3604970576285238,-0.56898127278627,0.7391225762075551,569798.3944541962,8.471149252914831,1,74,725000.0
5.0,2.75,2190,1.0,0,0,5,1370,820,465551.92366790347,-0.3586825550637693,-0.568306160387101,0.7405234181030311,465551.92366790347,9.448411943874628,0,36,446000.0
2.0,2.0,1690,1.0,0,0,3,1690,0,660891.9679916813,-0.356854780178041,-0.5704128083038192,0.7397863840238156,671572.3083316834,8.412054873292933,1,10,564000.0
3.0,2.0,1760,1.0,0,0,5,1060,700,383118.7148705018,-0.3599553856845007,-0.5724301850653871,0.7367196234272092,369130.20940281975,9.34233308143468,0,37,317000.0
3.0,1.75,1420,1.0,0,0,4,1100,320,383118.7148705018,-0.35991070235604244,-0.5719056750051928,0.7371486859694149,407899.73157893785,8.942591637231851,0,30,310000.0
3.0,1.0,1080,1.5,0,0,3,1080,0,338694.2783147626,-0.36081246480305984,-0.5715786418396784,0.736961478935941,278595.8087887524,9.057305735807121,1,114,192500.0
3.0,1.5,1650,1.0,0,0,4,1100,550,570921.3700843812,-0.35939748428860474,-0.5685548675163086,0.7399856829091592,474543.2178914028,9.206131527202128,1,53,369500.0
3.0,2.0,1200,1.0,0,0,3,1200,0,426262.80662952515,-0.3621312777082796,-0.5739077690263124,0.7345003814543665,426262.80662952515,9.166074955678168,0,19,222400.0
4.0,3.25,3490,2.0,0,0,3,3490,0,693846.6908052936,-0.3571644176255694,-0.572194653314748,0.7382593429819925,728815.1222688869,8.857230494201946,0,8,745000.0
3.0,2.25,1440,1.0,0,0,3,940,500,313067.3212064117,-0.3604492421695861,-0.5728619483100574,0.7361423313448128,330073.55167527334,8.945593270806897,0,32,249000.0
2.0,1.5,800,1.0,0,0,5,800,0,570921.3700843812,-0.36177664856654834,-0.5703779967100905,0.7374188751455582,413372.5957120641,8.555066843844319,0,63,335950.0
3.0,2.0,1400,2.0,0,0,4,1400,0,510581.83020241343,-0.36349208371943914,-0.5715733749183222,0.7356475937279884,510581.83020241343,10.73070660463555,0,33,410000.0
4.0,2.5,3040,2.0,0,0,3,3040,0,1046568.688211033,-0.359811720600053,-0.5703824752469864,0.7383761627043159,1046568.688211033,8.853808274977197,0,13,1230000.0
2.0,3.0,3160,2.0,0,0,3,3160,0,606306.1674573087,-0.3566488967866659,-0.5700106654956799,0.7401955185233333,650412.6043845192,11.107165313341005,0,21,589900.0
2.0,0.75,840,1.0,1,4,4,840,0,510581.83020241343,-0.363128393422566,-0.571155286562111,0.7361517564486951,510581.83020241343,10.612581898425521,0,77,528000.0
4.0,2.0,1680,1.0,0,0,3,980,700,570921.3700843812,-0.35959186860982084,-0.5691207617928953,0.7394560477310141,595514.472632154,8.517393171418904,1,64,588000.0
3.0,1.75,2420,2.0,0,0,3,2420,0,442988.87476968265,-0.35593497478327196,-0.5743100116623892,0.7372098101832192,442988.87476968265,9.447544606938727,1,103,399500.0
4.0,2.25,2220,1.0,0,0,4,1110,1110,823248.8103435911,-0.3593713342208878,-0.5713337458230126,0.7378549959335807,752510.1852842425,9.090768236835338,1,53,495000.0
3.0,2.5,3660,2.0,0,2,4,3260,400,399891.0387314188,-0.3594914068271356,-0.575924340013935,0.7342186888093767,399891.0387314188,10.583524163945977,0,25,530000.0
4.0,3.5,3960,2.0,0,0,3,2850,1110,570921.3700843812,-0.36087814264216966,-0.568893192628546,0.7390043988665006,730222.9387988464,8.803123730829212,0,8,1195000.0
4.0,1.5,2750,1.0,0,0,2,1500,1250,383118.7148705018,-0.3604232343892912,-0.5724062483484149,0.736509456126705,405841.24664544297,11.763707529348393,0,56,550000.0
2.0,2.25,1230,2.0,0,0,3,960,270,570921.3700843812,-0.3603345501276786,-0.5700380996304806,0.7383871457128393,605410.474699562,7.155396301896734,1,2,387000.0
4.0,1.5,1840,2.0,0,0,4,1840,0,570921.3700843812,-0.3601743365679489,-0.5695818056343837,0.7388173075721176,954271.0630011677,8.37516869138682,0,97,809000.0
2.0,1.75,880,1.0,0,0,4,880,0,570921.3700843812,-0.3604749249911243,-0.5713656508277692,0.7372917478900757,347751.1941727795,8.821879862683842,0,69,205425.0
5.0,1.75,3290,1.5,0,0,3,3290,0,660891.9679916813,-0.35829750604760224,-0.5702738798729234,0.7391959138785542,641599.3605464451,9.38437770918244,1,41,602000.0
3.0,2.0,1810,1.5,0,0,3,1810,0,570921.3700843812,-0.3601119665549228,-0.5687830026038407,0.7394628236043415,588516.8146220621,8.310169021981912,1,89,550000.0
3.0,1.0,1000,1.0,0,0,3,1000,0,570921.3700843812,-0.36139668125301533,-0.5706201739074528,0.7374178299370954,413372.5957120641,9.826282481627157,1,74,180000.0
3.0,2.25,2370,1.0,0,0,4,1650,720,660891.9679916813,-0.35806099161958854,-0.5708231061072142,0.7388865324354673,641599.3605464451,9.171599543659752,0,41,746000.0
5.0,4.25,3920,2.0,0,0,3,2900,1020,823248.8103435911,-0.3593287802652443,-0.5707745310875124,0.7383083788871165,1165519.5017678735,9.696401880595555,1,24,1000000.0
3.0,1.5,1270,2.0,0,0,3,1270,0,570921.3700843812,-0.3605289444074473,-0.5694836923615906,0.7387188423795562,387897.15346827556,7.7651449029361315,1,2,160797.0
3.0,1.75,1180,1.0,0,0,4,760,420,570921.3700843812,-0.3606546164439619,-0.568499807728752,0.7394161319920135,556782.41036685,8.314097335405807,0,86,450000.0
5.0,3.25,5270,2.0,0,1,3,4010,1260,1046568.688211033,-0.35990650743174774,-0.5709119754226899,0.7379206069945758,1046568.688211033,9.754581429281577,1,37,1795000.0
4.0,2.75,2070,1.0,0,0,5,1120,950,448605.0041017414,-0.359535236785763,-0.5682966028299206,0.7401171425668891,407040.06294389145,9.137877200242468,0,69,366500.0
4.0,1.75,2000,1.0,0,2,3,1300,700,570921.3700843812,-0.36179703627504556,-0.5703498087700145,0.7374306748288961,413372.5957120641,8.704999678440762,1,55,453500.0
3.0,2.0,1300,1.5,0,0,5,1300,0,338374.4972374236,-0.3611336850588179,-0.5712102691421285,0.7370897434793241,278595.8087887524,9.33917324381915,0,81,287000.0
1.0,1.5,1170,2.0,0,0,3,1070,100,570921.3700843812,-0.3613820633780167,-0.5700598054486299,0.7378582672034768,444596.63870552,7.284134806195205,0,7,235000.0
3.0,1.75,1260,1.0,0,0,3,1260,0,371618.9092425675,-0.3591038705107027,-0.5739901347307065,0.7359210116690906,371618.9092425675,8.840580188488795,0,20,245000.0
3.0,1.75,1160,1.0,0,0,4,1160,0,465551.92366790347,-0.3585177103151117,-0.5686567918466987,0.7403340492487361,465551.92366790347,10.019980867971933,1,38,329333.333333
3.0,1.0,1150,1.0,0,0,4,1150,0,600900.6933288985,-0.3580821885869069,-0.5724025598644007,0.7376533438394298,574395.9700867486,8.481773246184977,1,57,240000.0
3.0,3.5,1810,2.0,0,0,4,1440,370,570921.3700843812,-0.36031528169776955,-0.5698534996120844,0.7385390218227585,574921.8232667695,7.52131798019924,0,5,625000.0
3.0,1.75,1230,1.0,0,0,3,1230,0,383118.7148705018,-0.36009430058450886,-0.5723470891928977,0.7367162982987213,369130.20940281975,9.018089684104343,1,48,280000.0
3.0,1.75,1150,1.0,0,0,3,1150,0,442988.87476968265,-0.35613016513110723,-0.5749547040857151,0.7366127841229734,442988.87476968265,9.169622538697624,1,35,309212.0
5.0,2.0,2280,1.5,0,0,3,2280,0,398684.1882493567,-0.3618048444359866,-0.5710149013924333,0.7369119600945837,452660.859232568,9.852246888342531,1,90,365000.0
4.0,1.75,2790,1.0,0,2,3,1450,1340,398684.1882493567,-0.3619775817309639,-0.5711048343098263,0.7367574217828751,452660.859232568,9.76864100976636,1,58,568000.0
2.0,1.0,910,1.5,0,0,3,910,0,570921.3700843812,-0.36024689006420013,-0.5697221853449211,0.738673682843026,954271.0630011677,7.602401335665818,1,114,600000.0
3.0,1.0,1140,1.0,0,0,3,1140,0,570921.3700843812,-0.3612496063238741,-0.5700773925728094,0.7379095394479143,337466.1679427965,8.517393171418904,1,54,276000.0
4.0,2.0,1970,1.0,0,0,3,1820,150,398684.1882493567,-0.3617045085018395,-0.5709217425866884,0.7370333861984962,452660.859232568,9.259225769705994,1,53,410000.0
2.0,1.5,830,2.0,0,0,3,830,0,570921.3700843812,-0.3614602540894658,-0.5699751023877051,0.7378854026010435,539211.2726680863,7.195937226475569,0,9,301500.0
3.0,1.0,1150,1.0,0,2,3,1150,0,570921.3700843812,-0.36133083516933057,-0.5698310636325781,0.7380600154968421,444596.63870552,8.506334448081361,1,71,480000.0
3.0,1.75,1600,1.5,0,0,3,1600,0,570921.3700843812,-0.3596455316170372,-0.5691100138745517,0.7394382216896866,595514.472632154,8.71948076085107,1,90,525000.0
4.0,3.0,3720,1.0,0,0,3,1880,1840,504080.34374227835,-0.35598806027625574,-0.5719718173069788,0.7389998248628351,504080.34374227835,10.959540226785442,0,11,650000.0
3.0,1.0,1330,1.0,0,0,3,1330,0,338374.4972374236,-0.3610944417543433,-0.5717622575314348,0.7366808840988589,376040.1076323112,9.095266164130717,1,66,234999.0
4.0,3.0,2830,2.0,0,0,4,2830,0,316252.5191406243,-0.3605010886492544,-0.5745245109386284,0.7348200809813463,379874.92361722596,12.273170389062669,0,27,549900.0
4.0,2.5,1890,1.0,0,0,3,1230,660,442988.87476968265,-0.356154893084358,-0.5748601838238109,0.736674596539153,442988.87476968265,9.412219427985669,0,36,378000.0
5.0,2.5,2340,2.0,0,0,4,2340,0,570921.3700843812,-0.3603437678469714,-0.5703023190197289,0.7381785921405248,605410.474699562,8.699681400989514,0,92,1085000.0
2.0,1.0,1980,1.0,0,0,4,1090,890,570921.3700843812,-0.3603604940846384,-0.5701437729385185,0.7382928907164868,605410.474699562,8.517393171418904,0,91,496752.0
1.0,1.75,750,1.0,0,0,4,550,200,383118.7148705018,-0.35908067306068925,-0.5726251808324055,0.7369948931376236,511917.77449054894,9.920344669602551,1,68,355000.0
4.0,2.5,2230,2.0,0,0,3,2230,0,370858.83046169276,-0.3597926284977422,-0.5735592694648181,0.7359205316402512,352965.5354258385,8.421122722665503,0,8,253000.0
3.0,3.25,1540,2.0,0,0,3,1540,0,600900.6933288985,-0.35801143122259144,-0.572327672094442,0.7377457901397395,619295.5542510055,7.305188215393037,0,3,520000.0
4.0,2.25,2410,2.0,0,2,5,1800,610,570921.3700843812,-0.36077984968724175,-0.5684534793509123,0.7393906557926555,556782.41036685,8.4252971767117,0,85,960000.0
2.0,1.5,1068,2.0,0,0,3,1068,0,465551.92366790347,-0.3587069024809441,-0.5686420611364751,0.7402537162480091,465551.92366790347,7.472500744737558,1,24,243000.0
4.0,1.75,1770,1.0,0,0,5,1050,720,370858.83046169276,-0.35968857519626185,-0.5739306154596063,0.735681845305048,352965.5354258385,9.106312301552135,0,31,264950.0
5.0,1.75,2150,1.0,0,0,4,1460,690,313067.3212064117,-0.3604814608583593,-0.5729749143617844,0.7360386293459936,330073.55167527334,8.877939834725023,0,44,279950.0
3.0,3.25,4340,2.0,0,3,3,3060,1280,570921.3700843812,-0.3605289444074473,-0.5694836923615906,0.7387188423795562,569798.3944541962,8.506738733512378,0,21,2475000.0
2.0,1.0,900,1.0,0,0,3,900,0,570921.3700843812,-0.36028457385472573,-0.5685772014826673,0.7395370117826808,556782.41036685,8.434028950155469,1,63,370000.0
3.0,1.5,1940,1.0,0,0,4,1140,800,312599.218230847,-0.3624646330395236,-0.5727297377394408,0.7352550831544348,353008.25362959073,9.199077179697472,0,45,232500.0
2.0,1.0,520,1.0,0,0,2,520,0,338374.4972374236,-0.36111289947014913,-0.5712889446305449,0.7370389511953762,278595.8087887524,10.01391023378622,0,63,160000.0
3.0,2.5,2200,2.0,0,0,3,2200,0,383118.7148705018,-0.3595781899394348,-0.5725106392797813,0.7368412944666822,369130.20940281975,8.892748769118258,1,24,349900.0
4.0,2.75,2230,1.0,0,0,3,1320,910,570921.3700843812,-0.35970240254457847,-0.5684190263589539,0.7399418842563223,474543.2178914028,9.17378011666438,1,16,435000.0
3.0,2.5,1840,2.0,0,0,3,1840,0,371618.9092425675,-0.35920566151222494,-0.5741833675859782,0.7357204520530287,371618.9092425675,8.51959031601596,1,2,317000.0
5.0,2.25,3120,2.0,0,0,4,3120,0,781831.146620954,-0.35919513379269014,-0.5699678728361675,0.7389962650746389,1165519.5017678735,9.721545923560459,0,45,1895000.0
2.0,1.0,900,1.0,0,0,3,900,0,570921.3700843812,-0.36042543324570564,-0.5688291892010114,0.7392745502061905,569798.3944541962,9.13356731317027,0,68,496000.0
3.0,2.5,1250,3.0,0,2,3,1250,0,570921.3700843812,-0.36040896721181764,-0.5689552933525366,0.7391855318656069,588516.8146220621,7.00669522683704,0,9,480000.0
3.0,1.75,1840,1.0,0,0,5,1040,800,570921.3700843812,-0.36077014103901156,-0.5703057934176933,0.7379676194311692,387897.15346827556,8.537387898701757,1,62,411715.0
3.0,1.75,1500,1.0,0,0,3,1500,0,448605.0041017414,-0.3594786247596879,-0.567829523161501,0.7405030391342535,403563.9717036811,8.881975184248867,1,57,360000.0
3.0,1.75,2240,2.0,0,0,5,2240,0,510581.83020241343,-0.36305380004931875,-0.5702829196807526,0.7368645260766361,510581.83020241343,11.267357352092318,0,38,550000.0
4.0,2.5,2230,2.0,0,0,5,1540,690,570921.3700843812,-0.3601699468649763,-0.5689871182857081,0.7392775315131698,588516.8146220621,8.38320455141292,0,79,900000.0
4.0,2.5,3220,2.0,0,0,3,3220,0,606306.1674573087,-0.3574035181696857,-0.5694347481934209,0.7402748089391038,557810.543746771,10.474495347310453,0,23,690000.0
3.0,2.5,2590,2.0,0,0,3,2590,0,570921.3700843812,-0.3596340748140483,-0.5687041917701507,0.7397559560393571,474543.2178914028,8.887100204123687,1,10,620000.0
3.0,2.25,2270,1.0,0,0,3,1820,450,448605.0041017414,-0.3599866431341015,-0.5678663242722339,0.7402279746960277,733814.6171307225,10.081675578048475,0,39,680000.0
4.0,2.5,2710,2.0,0,0,3,2710,0,383118.7148705018,-0.3594783000019194,-0.5721326635791124,0.7371835369116705,511917.77449054894,8.792397742356906,0,11,560000.0
4.0,2.5,2090,2.0,0,0,3,2090,0,693846.6908052936,-0.3576278624457043,-0.5711949849060839,0.7388089071070102,639616.9495846,9.240578555036793,0,28,632500.0
3.0,1.0,1050,1.0,0,0,3,1050,0,570921.3700843812,-0.36163176751083487,-0.5699273598214053,0.7378382405744445,539211.2726680863,8.922791623969637,1,114,440000.0
4.0,2.0,2370,2.0,0,0,4,2370,0,316252.5191406243,-0.36228310150133525,-0.5735344061382381,0.7347171151825931,306997.97536354285,11.247213603547241,1,36,411000.0
4.0,2.5,2020,2.0,0,0,5,1730,290,570921.3700843812,-0.3610577042261997,-0.5687224511370363,0.7390481092537802,730222.9387988464,8.37816098272068,0,71,554729.0
3.0,1.75,1510,1.0,0,2,3,860,650,570921.3700843812,-0.3612558829899332,-0.5698754735496819,0.7380624171787163,444596.63870552,8.476579508530941,1,89,465000.0
4.0,2.5,3700,1.0,0,4,3,2620,1080,823248.8103435911,-0.3586407785686309,-0.5715347044515244,0.7380547903477052,752510.1852842425,9.98764486054285,1,26,812650.0
4.0,2.5,2210,2.0,0,0,3,2210,0,313067.3212064117,-0.36038117718339796,-0.572652127062897,0.736338881563542,330073.55167527334,8.865029186687766,0,21,382500.0
3.0,2.0,2460,1.0,0,0,4,2460,0,600900.6933288985,-0.3581375206355986,-0.5726459842565286,0.7374375180500772,574395.9700867486,10.629682587142273,0,26,620000.0
3.0,1.0,1440,1.0,0,0,3,1440,0,383118.7148705018,-0.36038810846181585,-0.5720048693258255,0.7368384088433907,405841.24664544297,9.328212292571072,1,47,290000.0
