date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,longitude,latitude
2014-05-21 00:00:00,567000.0,3.0,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,7913-7935 79th Way NE,Kirkland,WA 98034,USA,,
2014-05-21 00:00:00,525000.0,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,3 Ober Strasse,Snoqualmie Pass,WA 98068,USA,-121.417203412905,47.434561191965
2014-05-21 00:00:00,475000.0,4.0,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989,1017 N 38th St,Seattle,WA 98103,USA,-122.345219998285,47.652660086718
2014-05-21 00:00:00,250000.0,3.0,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,29812 55th Pl S,Auburn,WA 98001,USA,-122.266076829143,47.332971835253
2014-05-21 00:00:00,220000.0,3.0,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0,1122 Harding St,Enumclaw,WA 98022,USA,-121.998916191651,47.201015641417
2014-05-21 00:00:00,230000.0,5.0,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,10645 2nd Ave SW,Seattle,WA 98146,USA,-122.336973775445,47.508142581508
2014-05-21 00:00:00,385500.0,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,9215 NE 183rd St,Bothell,WA 98011,USA,-122.217513159777,47.760656932263
2014-05-21 00:00:00,895000.0,5.0,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0,5558 W Mercer Way,Mercer Island,WA 98040,USA,-122.229507860736,47.552586403536
2014-05-21 00:00:00,368250.0,3.0,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000,932 223rd Pl NE,Sammamish,WA 98074,USA,-122.042964616965,47.618288133763
2014-05-21 00:00:00,249900.0,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012,9412 24th Ave SW,Seattle,WA 98106,USA,-122.363131576849,47.519032123025
2014-05-21 00:00:00,350000.0,3.0,1.5,980,7790,1.0,0,0,5,980,0,1969,0,9753 NE 127th Pl,Kirkland,WA 98034,USA,-122.211698670873,47.714197326693
2014-05-21 00:00:00,175000.0,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,1962,0,31649-31799 44th Ave S,Auburn,WA 98001,USA,-122.279014794335,47.316930963469
2014-05-21 00:00:00,270000.0,3.0,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000,5601-5605 21st Ave SW,Seattle,WA 98106,USA,-122.360033593451,47.551720745428
2014-05-21 00:00:00,495000.0,3.0,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0,6521-6599 S Norfolk St,Seattle,WA 98118,USA,-122.252900926459,47.514378500665
2014-05-21 00:00:00,1580000.0,3.0,3.25,3690,7200,2.0,0,0,3,3690,0,2007,0,440 8th Ave,Kirkland,WA 98033,USA,-122.200693752193,47.681355585479
2014-05-21 00:00:00,542500.0,5.0,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0,16200-16398 252nd Ave SE,Issaquah,WA 98027,USA,-122.004497479357,47.455808633719
2014-05-21 00:00:00,330000.0,3.0,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,17510 194th Ave NE,Woodinville,WA 98077,USA,-122.077608848886,47.754871777412
2014-05-21 00:00:00,1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,124 NE 63rd St,Seattle,WA 98115,USA,-122.327783424784,47.67445175579
2014-05-21 00:00:00,299800.0,2.0,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,8041-8299 Beacon Ave S,Seattle,WA 98118,USA,-122.288180215556,47.529742776886
2014-05-21 00:00:00,299900.0,3.0,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0,29820 125th Pl SE,Auburn,WA 98092,USA,-122.174371509238,47.334524439323
2014-05-21 00:00:00,691000.0,4.0,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,4118 107th Pl NE,Kirkland,WA 98033,USA,-122.19755403011,47.647575800509
2014-05-21 00:00:00,195000.0,2.0,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0,24807 10th Ave S,Des Moines,WA 98198,USA,-122.321079373527,47.379427790707
2014-05-21 00:00:00,405000.0,3.0,1.75,2470,9620,1.0,0,1,4,1570,900,1962,0,1018 S 226th St,Des Moines,WA 98198,USA,-122.320832770852,47.399290534821
2014-05-21 00:00:00,360000.0,2.0,0.75,850,7710,1.0,0,2,5,550,300,1909,1988,2458 S Ferdinand St,Seattle,WA 98108,USA,-122.300998858076,47.558622433542
2014-05-21 00:00:00,256750.0,3.0,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,23255 133rd Ave SE,Kent,WA 98042,USA,-122.163687474579,47.393629603974
2014-05-21 00:00:00,332500.0,3.0,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0,23902 231st Pl SE,Maple Valley,WA 98038,USA,-122.032407584363,47.387899112718
2014-05-21 00:00:00,975000.0,5.0,4.0,4850,36450,2.0,0,0,3,4850,0,1977,2004,13600 NE 36th Pl,Bellevue,WA 98005,USA,-122.157719418797,47.642850188765
2014-05-21 00:00:00,218000.0,3.0,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001,9455 8th Ave SW,Seattle,WA 98106,USA,-122.345518381187,47.518605882797
2014-05-21 00:00:00,429000.0,3.0,2.5,2420,49928,2.0,0,0,3,1860,560,1985,0,24998 SE 155th Pl,Issaquah,WA 98027,USA,-122.006809794948,47.46296032201
2014-05-21 00:00:00,589000.0,4.0,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006,6907 Fairway Ave SE,Snoqualmie,WA 98065,USA,-121.870116451205,47.538923346815
2014-05-21 00:00:00,255000.0,3.0,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,19300 142nd Pl SE,Renton,WA 98058,USA,-122.151132419432,47.429286109712
2014-05-21 00:00:00,668750.0,4.0,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000,2148 NW 197th St,Shoreline,WA 98177,USA,-122.384688554794,47.772612018347
2014-05-21 00:00:00,344500.0,4.0,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0,1816 Talbot Rd S,Renton,WA 98055,USA,-122.208936681294,47.463435647222
2014-05-21 00:00:00,452000.0,4.0,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,7308 28th Ave SW,Seattle,WA 98126,USA,-122.368541828035,47.537246293439
2014-05-21 00:00:00,540000.0,3.0,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009,26933 NE Union Hill Rd,Redmond,WA 98053,USA,-121.979583253053,47.653572955397
2014-05-21 00:00:00,246000.0,3.0,1.5,1780,23819,1.0,0,0,3,1780,0,1953,0,12432 16th Ave S,Seattle,WA 98168,USA,-122.312666286402,47.491187519826
2014-05-21 00:00:00,535000.0,2.0,1.0,1030,4841,1.0,0,0,3,920,110,1939,1969,1317 N 79th St,Seattle,WA 98103,USA,-122.341617174663,47.686149707531
2014-05-21 00:00:00,970000.0,4.0,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013,19400-19498 23rd Ave NW,Shoreline,WA 98177,USA,-122.386487393985,47.770502355245
2014-05-21 00:00:00,430000.0,3.0,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,945 N 80th St,Seattle,WA 98103,USA,-122.34657937306,47.686880245811
2014-05-21 00:00:00,520000.0,4.0,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0,8020 NE 153rd Pl,Kenmore,WA 98028,USA,-122.233982105406,47.739786661322
2014-05-21 00:00:00,712000.0,4.0,2.5,3400,247421,2.0,0,0,3,3400,0,2001,0,27728 SE 268th St,Ravensdale,WA 98051,USA,-121.972427096594,47.361479984301
2014-05-21 00:00:00,450000.0,2.0,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,3026 37th Ave SW,Seattle,WA 98126,USA,-122.378029837094,47.577146126266
2014-05-21 00:00:00,220000.0,4.0,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0,767 Oakhurst Dr,Pacific,WA 98047,USA,-122.231484968845,47.266977786957
2014-05-21 00:00:00,525000.0,3.0,1.0,1450,4000,1.0,0,1,4,950,500,1948,0,5155 54th Ave S,Seattle,WA 98118,USA,-122.265941677608,47.555454150796
2014-05-21 00:00:00,1220000.0,4.0,2.5,3240,3600,2.0,0,0,3,2060,1180,2008,0,2433 1st Ave N,Seattle,WA 98109,USA,-122.355652705399,47.640346515786
2014-05-21 00:00:00,540000.0,3.0,2.0,1470,1691,2.0,0,0,3,1000,470,2007,0,1032 NE 63rd St,Seattle,WA 98115,USA,-122.317031869271,47.674212673891
2014-05-21 00:00:00,600000.0,4.0,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0,8410 NE 124th St,Kirkland,WA 98034,USA,-122.229407813961,47.711625662297
2014-05-21 00:00:00,600000.0,3.0,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0,5718 147th Ave NE,Bellevue,WA 98007,USA,-122.144024839207,47.659332630656
2014-05-21 00:00:00,625000.0,4.0,2.5,2630,48706,2.0,0,0,3,2630,0,1986,0,16021 NE 203rd Pl,Woodinville,WA 98072,USA,-122.125931237389,47.775142945049
2014-05-21 00:00:00,150000.0,3.0,1.0,1010,25000,1.0,0,0,3,1010,0,1966,1963,10626 Kelly Rd NE,Carnation,WA 98014,USA,-121.901715566175,47.692440551578
2014-05-21 00:00:00,389999.0,3.0,2.25,1445,1471,2.0,0,0,3,1300,145,2003,0,206 Lingering Pine Dr NW,Issaquah,WA 98027,USA,,
2014-05-21 00:00:00,285000.0,3.0,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,8723 S 117th St,Seattle,WA 98178,USA,-122.221864675848,47.498091393877
2014-05-21 00:00:00,744000.0,4.0,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006,26592 SE 15th St,Sammamish,WA 98075,USA,-121.985945367862,47.594975702317
2014-05-21 00:00:00,700000.0,4.0,2.5,3010,46173,2.0,0,0,3,3010,0,1996,0,4375 279th Ave NE,Redmond,WA 98053,USA,-121.96475356345,47.646626066358
2014-05-21 00:00:00,318989.0,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,4231 SW 323rd St,Federal Way,WA 98023,USA,-122.388263380848,47.312421599851
2014-05-21 00:00:00,556000.0,3.0,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,13031 NE 70th Dr,Kirkland,WA 98033,USA,-122.166088884065,47.667951066246
2014-05-21 00:00:00,275000.0,3.0,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0,23418 SE 282nd Pl,Maple Valley,WA 98038,USA,-122.02942319808,47.348902826224
2014-05-21 00:00:00,430000.0,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0,14540 5th Ave NE,Shoreline,WA 98155,USA,-122.323499845978,47.735159629655
2014-05-21 00:00:00,300000.0,2.0,1.0,970,13700,1.0,0,0,3,970,0,1949,1998,9807 22nd Ave SW,Seattle,WA 98106,USA,-122.361949472944,47.515437703408
2014-05-21 00:00:00,396450.0,3.0,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0,1106-1128 Lewis Ln SE,Issaquah,WA 98027,USA,-122.027057339623,47.517559611403
2014-05-21 00:00:00,225000.0,2.0,1.0,1396,111949,1.0,0,0,3,1396,0,1940,1997,24841 Redmond-Fall City Rd NE,Redmond,WA 98053,USA,-122.007902577651,47.638687891324
2014-05-21 00:00:00,700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,543 N 138th St,Seattle,WA 98133,USA,-122.351947581529,47.729529083447
2014-05-21 00:00:00,260000.0,6.0,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004,142 11th St SE,Auburn,WA 98002,USA,-122.227978128292,47.297941922978
2014-05-21 00:00:00,655000.0,4.0,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,11221 NE 106th Pl,Kirkland,WA 98033,USA,-122.189647575951,47.694796267813
2014-05-21 00:00:00,1185000.0,3.0,2.25,2760,40946,2.0,0,0,5,2760,0,1978,0,13204 NE 45th St,Bellevue,WA 98005,USA,-122.162995560365,47.649894006672
2014-05-21 00:00:00,1550000.0,3.0,2.5,4460,26027,2.0,0,0,3,4460,0,1992,0,126th Ln NE,Kirkland,WA 98033,USA,,
2014-05-21 00:00:00,413800.0,3.0,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA,-122.024227235284,47.718836516362
2014-05-21 00:00:00,950000.0,5.0,3.75,5330,6000,2.0,0,2,3,3570,1760,2006,0,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,-122.073021482068,47.539533273933
2014-05-21 00:00:00,334990.0,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0,11283-11399 5th Ave SW,Seattle,WA 98146,USA,,
2014-05-21 00:00:00,2700000.0,5.0,4.75,5305,8401,2.0,0,2,3,3745,1560,2005,0,1010 6th St W,Kirkland,WA 98033,USA,-122.215187624563,47.686471050269
2014-05-21 00:00:00,1030000.0,3.0,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0,8090 Juanita Dr NE,Kirkland,WA 98034,USA,-122.233686928863,47.700040550423
2014-05-21 00:00:00,1130000.0,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,10022 NE 110th St,Kirkland,WA 98033,USA,-122.207558548474,47.698676988933
2014-05-21 00:00:00,556000.0,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,1150 NE Park Dr,Issaquah,WA 98029,USA,-122.013443441159,47.544651872056
2014-05-21 00:00:00,360000.0,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0,933 N 97th St,Seattle,WA 98103,USA,-122.346854365772,47.699566428531
2014-05-22 00:00:00,480000.0,4.0,2.25,3250,34293,2.0,0,0,4,3250,0,1983,0,28030 185th Pl SE,Kent,WA 98042,USA,-122.095074676936,47.350377589492
2014-05-22 00:00:00,324000.0,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,11201 SE 190th Pl,Renton,WA 98055,USA,-122.191722632481,47.431375657363
2014-05-22 00:00:00,1050000.0,4.0,3.25,3440,35021,2.0,0,0,3,3440,0,1983,2009,11704 NE 41st St,Kirkland,WA 98033,USA,-122.184445991119,47.647374660745
2014-05-22 00:00:00,275000.0,1.0,0.75,1170,14149,1.0,0,0,5,880,290,1962,0,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA,-121.910212465136,47.265437006125
2014-05-22 00:00:00,180000.0,3.0,1.0,870,5330,1.0,0,0,3,870,0,1969,2014,19654 SE 260th St,Covington,WA 98042,USA,-122.079755613561,47.36961136562
2014-05-22 00:00:00,749000.0,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,1998,2006,1645 219th Pl SE,Sammamish,WA 98075,USA,-122.046857931308,47.594229563687
2014-05-22 00:00:00,1600000.0,3.0,2.5,3160,12824,1.0,0,2,4,1820,1340,1966,0,9410 Lake Washington Blvd NE,Bellevue,WA 98004,USA,-122.216895627015,47.615041458321
2014-05-22 00:00:00,373500.0,2.0,1.0,800,3330,1.0,0,0,3,800,0,1918,0,108 NW 41st St,Seattle,WA 98107,USA,-122.357776284965,47.656401679299
2014-05-22 00:00:00,770000.0,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,1987,0,14019 SE 61st Pl,Bellevue,WA 98006,USA,-122.153504311549,47.547971058037
2014-05-22 00:00:00,356000.0,2.0,1.75,1060,16470,1.0,0,0,3,1060,0,1977,2004,15523 187th Ave NE,Woodinville,WA 98072,USA,-122.088933654759,47.740234529022
2014-05-22 00:00:00,625000.0,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,1984,0,6619 147th Ct NE,Redmond,WA 98052,USA,-122.1440056087,47.666083959545
2014-05-22 00:00:00,494400.0,2.0,1.75,1560,1750,1.0,0,0,4,780,780,1904,0,115 Blaine St,Seattle,WA 98109,USA,-122.355238792916,47.634804088753
2014-05-22 00:00:00,585000.0,4.0,1.75,3000,42200,1.0,0,3,3,1500,1500,1950,2005,3901 Park Ave N,Renton,WA 98056,USA,-122.201743034468,47.526622199953
2014-05-22 00:00:00,926300.0,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,1907,1983,1814 1st Ave W,Seattle,WA 98119,USA,-122.358226890573,47.634957017691
2014-05-22 00:00:00,600000.0,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0,547 NE 81st St,Seattle,WA 98115,USA,-122.32248789571,47.687443497728
2014-05-22 00:00:00,430000.0,4.0,3.0,3220,8936,2.0,0,0,3,2450,770,1990,2009,20301 96th Ave S,Kent,WA 98031,USA,-122.21284242188,47.420810795934
2014-05-22 00:00:00,307000.0,3.0,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,26905 NE Cherry St,Duvall,WA 98019,USA,-121.979038231551,47.741496141147
2014-05-22 00:00:00,604700.0,4.0,2.75,2750,14982,1.0,0,3,3,1720,1030,1981,2013,27318 10th Pl S,Des Moines,WA 98198,USA,-122.320333079895,47.356546545641
2014-05-22 00:00:00,219900.0,3.0,1.0,910,6000,1.0,0,0,2,910,0,1956,0,303 SW 108th St,Seattle,WA 98146,USA,-122.338096113073,47.506633475555
2014-05-22 00:00:00,270000.0,2.0,1.5,840,867,2.0,0,0,3,840,0,2005,0,9122 23rd Ave NE,Seattle,WA 98115,USA,-122.304091757673,47.695378433365
2014-05-22 00:00:00,432000.0,3.0,2.25,1470,1578,2.0,0,0,3,1090,380,2007,0,7202 California Ave SW,Seattle,WA 98136,USA,-122.387195686394,47.538778417691
2014-05-22 00:00:00,300000.0,6.0,2.0,2040,10812,1.0,0,0,4,2040,0,1943,0,555 Index Ave NE,Renton,WA 98056,USA,-122.180680266943,47.491865287287
2014-05-22 00:00:00,361000.0,3.0,1.0,1100,4046,1.5,0,4,4,1100,0,1922,0,28764 Redondo Beach Dr S,Des Moines,WA 98198,USA,-122.331257614233,47.344000271659
2014-05-22 00:00:00,249950.0,2.0,1.0,940,8532,1.0,0,0,4,940,0,1959,0,628 SW 136th St,Burien,WA 98166,USA,-122.342280276684,47.481267729089
2014-05-22 00:00:00,320000.0,3.0,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0,17040 426th Ave SE,North Bend,WA 98045,USA,-121.772888316681,47.446765794483
2014-05-22 00:00:00,305000.0,4.0,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0,12036 23rd Ave S,Seattle,WA 98168,USA,-122.303305835764,47.495271719522
2014-05-22 00:00:00,503000.0,2.0,1.75,2860,59612,1.0,1,4,3,1510,1350,1948,2003,4338 SW 307th St,Federal Way,WA 98023,USA,-122.389148828589,47.327113487254
2014-05-22 00:00:00,235750.0,2.0,1.0,740,11250,1.0,0,0,2,740,0,1938,0,11050 24th Pl SW,Seattle,WA 98146,USA,-122.363053422823,47.504239617212
2014-05-22 00:00:00,657000.0,4.0,1.75,2740,8520,1.0,0,2,3,1370,1370,1954,2005,5524 S Morgan St,Seattle,WA 98118,USA,-122.263799101919,47.544315674892
2014-05-22 00:00:00,385000.0,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0,16204 SE 8th St,Bellevue,WA 98008,USA,-122.124014383777,47.602848477003
2014-05-22 00:00:00,389950.0,4.0,2.5,3140,8060,2.0,0,0,3,3140,0,1991,0,32800 7th Ave SW,Federal Way,WA 98023,USA,-122.343497171513,47.309199354299
2014-05-22 00:00:00,150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,10218 Aqua Way S,Seattle,WA 98168,USA,-122.328813903436,47.511801344463
2014-05-22 00:00:00,254500.0,4.0,2.75,2570,7264,2.0,0,0,3,1720,850,1998,2006,1621 56th Ct SE,Auburn,WA 98092,USA,-122.209358669943,47.258280432103
2014-05-22 00:00:00,555000.0,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,1977,0,15800 SE 50th St,Bellevue,WA 98006,USA,-122.128811958183,47.557732618873
2014-05-22 00:00:00,1075000.0,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,1992,2646 168th Ave SE,Bellevue,WA 98008,USA,-122.116263494681,47.586710491938
2014-05-22 00:00:00,245000.0,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,1967,2011,2306 S 284th Pl,Federal Way,WA 98003,USA,-122.303305546738,47.347544759994
2014-05-22 00:00:00,319950.0,2.0,1.0,1070,5824,1.0,0,2,5,1070,0,1949,0,7057 S Lakeridge Dr,Seattle,WA 98178,USA,-122.242463784747,47.507155257734
2014-05-22 00:00:00,337000.0,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,1951,0,12551 Roosevelt Way NE,Seattle,WA 98125,USA,-122.318900605814,47.720155207746
2014-05-22 00:00:00,492000.0,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,1907,1983,639 NW 52nd St,Seattle,WA 98107,USA,-122.363900219504,47.666395978985
2014-05-22 00:00:00,1170000.0,3.0,2.75,2890,12130,2.0,0,3,4,2830,60,1987,0,4506 Lake Washington Blvd NE,Kirkland,WA 98033,USA,-122.203665591174,47.649217836849
2014-05-22 00:00:00,348580.0,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963,14405 105th Ave NE,Kirkland,WA 98034,USA,-122.200479542073,47.731500066674
2014-05-22 00:00:00,180000.0,2.0,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,309 Hardie Ave NW,Renton,WA 98057,USA,-122.218989860464,47.486457209999
2014-05-22 00:00:00,400000.0,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999,5440 42nd Ave SW,Seattle,WA 98136,USA,-122.385453676322,47.553475081712
2014-05-22 00:00:00,295000.0,4.0,2.0,980,10640,1.0,0,0,5,980,0,1978,0,17026 426th Ave SE,North Bend,WA 98045,USA,-121.772820986977,47.446830802458
2014-05-22 00:00:00,910000.0,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,15243 NE 71st Ct,Redmond,WA 98052,USA,-122.136451259311,47.668176144046
2014-05-22 00:00:00,1150000.0,6.0,4.5,6040,219542,2.0,0,0,3,4100,1940,1996,0,4616 252nd Ave SE,Issaquah,WA 98029,USA,-122.003692812095,47.562470012121
2014-05-22 00:00:00,431500.0,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,6527 41st Ave SW,Seattle,WA 98136,USA,-122.384543963022,47.544551528536
2014-05-22 00:00:00,180000.0,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,13904 24th Ave S,SeaTac,WA 98168,USA,-122.302224937328,47.478800375119
2014-05-22 00:00:00,677000.0,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,1916,0,1330 N Lucas Pl,Seattle,WA 98103,USA,-122.341571732856,47.656071320139
2014-05-22 00:00:00,1180500.0,3.0,1.75,1610,7200,1.0,0,0,3,1090,520,1973,2013,1015 36th Ave E,Seattle,WA 98112,USA,-122.286917005135,47.628050348051
2014-05-22 00:00:00,635700.0,4.0,2.5,3240,13978,1.0,0,0,3,1860,1380,1977,2004,2069 211th Ave NE,Sammamish,WA 98074,USA,-122.05773449461,47.629009127266
2014-05-22 00:00:00,482000.0,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,1978,0,16218 195th Pl NE,Woodinville,WA 98077,USA,-122.076563934288,47.745723829222
2014-05-22 00:00:00,168000.0,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,8601-8633 26th Ave SW,Seattle,WA 98106,USA,-122.365960989519,47.525142909114
2014-05-22 00:00:00,805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,0,3210 NW 58th St,Seattle,WA 98107,USA,-122.398513895764,47.670879812215
2014-05-22 00:00:00,398000.0,2.0,1.0,590,10945,1.5,0,0,3,590,0,1983,2009,29613-29615 232nd Ave SE,Black Diamond,WA 98010,USA,-122.032470535204,47.336231538728
2014-05-22 00:00:00,665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0,14623 SE 82nd Ct,Newcastle,WA 98059,USA,-122.145436662746,47.528522853546
2014-05-22 00:00:00,592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,1968,0,18504 NE 21st St,Redmond,WA 98052,USA,-122.092888886079,47.62898293911
2014-05-22 00:00:00,940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,6042 Sycamore Ave NW,Seattle,WA 98107,USA,-122.358393398725,47.672778093965
2014-05-22 00:00:00,655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,2853 234th Ave SE,Sammamish,WA 98075,USA,-122.027021952495,47.583536681816
2014-05-22 00:00:00,622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0,34823 Rhododendron Dr SE,Snoqualmie,WA 98065,USA,-121.875022120547,47.539143041297
2014-05-22 00:00:00,380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,2031 S Washington St,Seattle,WA 98144,USA,-122.304963640376,47.600775085023
2014-05-22 00:00:00,648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,1947,1988,137 18th Ave,Kirkland,WA 98033,USA,-122.207881075649,47.689601675307
2014-05-22 00:00:00,432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,21013 NE 60th Pl,Redmond,WA 98053,USA,-122.059487282708,47.660865995577
2014-05-22 00:00:00,1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,3255 111th Ave SE,Bellevue,WA 98004,USA,-122.192607572336,47.580881703852
2014-05-22 00:00:00,353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,1523 30th Ave S,Seattle,WA 98144,USA,-122.293664179984,47.589236803033
2014-05-22 00:00:00,1000000.0,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,1996,0,2432 267th Ct SE,Sammamish,WA 98075,USA,-121.98286271833,47.587102368523
2014-05-22 00:00:00,320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,2007,0,820 NW 95th St,Seattle,WA 98117,USA,-122.366360283855,47.697920850091
2014-05-22 00:00:00,349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,35650 30th Ave S,Federal Way,WA 98003,USA,-122.294821742823,47.282325767266
2014-05-22 00:00:00,330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,22547 134th Pl SE,Kent,WA 98042,USA,-122.161853329474,47.399603203237
2014-05-22 00:00:00,408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,3742 S 192nd St,SeaTac,WA 98188,USA,-122.286549736479,47.43088875562
2014-05-22 00:00:00,321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,14007-14017 35th Ave NE,Seattle,WA 98125,USA,-122.291092938694,47.730248765837
2014-05-22 00:00:00,1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,2007,0,2603 NE Davis Loop,Issaquah,WA 98029,USA,-121.994943959945,47.539704924643
2014-05-22 00:00:00,2150000.0,4.0,5.5,5060,10320,2.0,0,0,3,5060,0,2008,0,1500-1598 98th Ave NE,Bellevue,WA 98004,USA,-122.209695289797,47.624669290709
2014-05-22 00:00:00,359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,709 N 94th St,Seattle,WA 98103,USA,-122.34956786162,47.696816673103
2014-05-22 00:00:00,300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,843 S Rose St,Seattle,WA 98108,USA,-122.322256738883,47.528953018106
