date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,lat,long
2014-05-19 00:00:00,290000.0,4.0,2.5,1700,7280,2.0,0,0,4,1700,0,1988,0,22020 127th Ct SE,Kent,WA 98031,USA,47.404497050608,-122.171130205123
2014-05-19 00:00:00,475000.0,2.0,1.0,1490,3825,1.0,0,0,3,860,630,1929,0,7008 19th Ave NW,Seattle,WA 98117,USA,47.679838201941,-122.380976232331
2014-05-19 00:00:00,320000.0,3.0,2.5,2680,7757,2.0,0,0,3,2680,0,1990,2009,833 SW 346th St,Federal Way,WA 98023,USA,47.291868105811,-122.345327767708
2014-05-19 00:00:00,1216000.0,4.0,2.5,3190,8684,1.0,0,3,5,1680,1510,1967,0,4625 Somerset Dr SE,Bellevue,WA 98006,USA,47.5625543251,-122.161898778653
2014-05-19 00:00:00,290000.0,5.0,1.5,2120,7700,1.5,0,0,5,2120,0,1962,0,12611 SE 160th St,Renton,WA 98058,USA,47.460031543023,-122.170930408627
2014-05-19 00:00:00,487250.0,4.0,2.0,1690,3250,1.5,0,0,3,1550,140,1901,0,4800-4898 Whitman Ave N,Seattle,WA 98103,USA,47.664233599845,-122.345986244788
2014-05-19 00:00:00,339000.0,4.0,2.5,1830,8601,2.0,0,0,3,1830,0,2003,0,27305 245th Ave SE,Maple Valley,WA 98038,USA,47.356983750886,-122.015724775782
2014-05-19 00:00:00,440000.0,2.0,1.5,1010,1968,1.5,0,0,5,1010,0,1906,0,6411 22nd Ave NW,Seattle,WA 98107,USA,47.675403865831,-122.384824174196
2014-05-19 00:00:00,366500.0,4.0,2.75,2070,9300,1.0,0,0,5,1120,950,1945,0,15511 9th Ave NE,Shoreline,WA 98155,USA,47.74139527504,-122.319663404364
2014-05-19 00:00:00,462000.0,3.0,1.5,1710,4500,1.5,0,0,3,1410,300,1928,1954,5151 S Othello St,Seattle,WA 98118,USA,47.536922679859,-122.268048006746
2014-05-19 00:00:00,560000.0,4.0,1.0,1660,4690,1.5,0,0,3,1260,400,1945,2010,7353 16th Ave NW,Seattle,WA 98117,USA,47.681856129077,-122.377940430702
2014-05-19 00:00:00,285000.0,4.0,1.75,2080,13629,1.0,0,0,4,1040,1040,1955,2009,8024 S 130th St,Seattle,WA 98178,USA,47.486489978744,-122.232284234643
2014-05-19 00:00:00,280000.0,3.0,2.5,1270,9675,2.0,0,0,3,1270,0,1993,0,44633 SE 151st St,North Bend,WA 98045,USA,47.464065634534,-121.74406303429
2014-05-19 00:00:00,210000.0,3.0,1.0,1080,21043,1.0,0,0,3,1080,0,1942,1999,5612 18th Ave SW,Seattle,WA 98106,USA,47.552169546923,-122.356995279534
2014-05-19 00:00:00,690000.0,3.0,2.0,1610,5100,1.5,0,0,5,1610,0,1940,0,7341 20th Ave NE,Seattle,WA 98115,USA,47.681651562707,-122.306776467711
2014-05-19 00:00:00,256500.0,2.0,1.0,1120,9912,1.0,0,0,4,1120,0,1980,0,7615 SW 257th St,Vashon,WA 98070,USA,47.373722859267,-122.429573883078
2014-05-19 00:00:00,411000.0,4.0,2.75,2500,5257,2.0,0,0,3,2500,0,1966,1963,8309 36th Ave S,Seattle,WA 98118,USA,47.529591245085,-122.286697717806
2014-05-19 00:00:00,215000.0,3.0,1.0,970,7275,1.0,0,0,4,970,0,1970,0,11428 SE 225th St,Kent,WA 98031,USA,47.400486925235,-122.188607173834
2014-05-19 00:00:00,762000.0,5.0,2.0,3370,5000,1.5,0,0,4,2140,1230,1907,0,365 Crockett St,Seattle,WA 98109,USA,47.637351088082,-122.350342791362
2014-05-19 00:00:00,359950.0,3.0,1.0,1290,189486,1.0,0,0,4,1290,0,1960,2001,29701-29727 138th Ave SE,Auburn,WA 98092,USA,47.33557255603,-122.157680836479
2014-05-19 00:00:00,1405000.0,4.0,3.5,3410,10769,2.0,0,0,3,3410,0,2008,0,10635 SE 2nd St,Bellevue,WA 98004,USA,47.60822707292,-122.198128006188
2014-05-19 00:00:00,390000.0,4.0,2.5,2490,8290,2.0,0,0,3,2490,0,1999,0,30271 129th Ave SE,Auburn,WA 98092,USA,47.33051703849,-122.170029662749
2014-05-19 00:00:00,413500.0,2.0,1.0,770,4000,1.0,0,0,5,770,0,1924,1956,615 NW 92nd St,Seattle,WA 98117,USA,47.695996785896,-122.363611521764
2014-05-19 00:00:00,285000.0,1.0,1.5,810,3211,2.0,0,0,4,810,0,1982,2011,11807 NE 105th Ct,Kirkland,WA 98033,USA,47.694017906837,-122.18404088721
2014-05-19 00:00:00,475000.0,4.0,2.5,3060,10043,1.0,0,0,4,1700,1360,1968,0,15024 Wallingford Ave N,Shoreline,WA 98133,USA,47.738004872723,-122.33700521117
2014-05-19 00:00:00,524950.0,3.0,1.75,1890,3825,1.0,0,0,3,1290,600,1974,0,7360 19th Ave NW,Seattle,WA 98117,USA,47.681918506492,-122.380981732333
2014-05-19 00:00:00,241000.0,2.0,2.0,1470,3128,2.0,0,0,3,1470,0,2005,0,24023 SE 282nd St,Maple Valley,WA 98038,USA,47.34904506755,-122.021354249853
2014-05-19 00:00:00,461000.0,2.0,1.0,1060,7193,1.0,0,0,3,1060,0,1926,2003,11053 Greenwood Ave N,Seattle,WA 98133,USA,47.709217288273,-122.355570221301
2014-05-19 00:00:00,810000.0,4.0,2.5,3480,59242,2.0,0,0,3,3480,0,1988,2000,17822 NE 154th St,Woodinville,WA 98072,USA,47.738555178568,-122.102435575914
2014-05-19 00:00:00,885000.0,4.0,2.75,2730,3560,1.5,0,0,3,1550,1180,1921,2007,6211 Ravenna Ave NE,Seattle,WA 98115,USA,47.673702081077,-122.303896184464
2014-05-19 00:00:00,247000.0,3.0,2.25,1580,7941,2.0,0,0,4,1580,0,1986,0,1714 SW 354th Pl,Federal Way,WA 98023,USA,47.284170698864,-122.356791708864
2014-05-19 00:00:00,296500.0,3.0,2.75,2170,7900,1.0,0,0,4,1380,790,1978,2000,26715 Stanford Ct,Kent,WA 98032,USA,47.362401719358,-122.277072637226
2014-05-19 00:00:00,141800.0,2.0,1.0,930,4743,1.0,0,0,4,930,0,1942,1982,821 Dayton Ave NE,Renton,WA 98056,USA,47.496208981187,-122.186688090245
2014-05-19 00:00:00,333000.0,4.0,2.0,1580,7800,2.0,0,0,2,1580,0,1906,0,2023 24th Ave S,Seattle,WA 98144,USA,47.585233740995,-122.301714716405
2014-05-19 00:00:00,602000.0,5.0,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013,6305 150th Ave NE,Redmond,WA 98052,USA,47.662964746513,-122.140744987391
2014-05-19 00:00:00,565000.0,4.0,2.25,2110,10698,2.0,0,0,4,2110,0,1979,0,4621 193rd Pl SE,Issaquah,WA 98027,USA,47.561188056212,-122.081623255862
2014-05-19 00:00:00,373000.0,3.0,2.5,1670,3565,2.0,0,0,3,1670,0,1999,0,18581 134th Pl NE,Woodinville,WA 98072,USA,47.762245093024,-122.159414483319
2014-05-19 00:00:00,588000.0,3.0,2.25,2030,7350,1.0,0,0,4,1190,840,1977,0,10510 160th Ave NE,Redmond,WA 98052,USA,47.694326391186,-122.126301283515
2014-05-19 00:00:00,485000.0,3.0,1.0,1500,4100,1.5,0,0,3,1370,130,1926,2003,816 NW Market St,Seattle,WA 98107,USA,47.668713679629,-122.366634386013
2014-05-19 00:00:00,482500.0,3.0,2.25,1450,1445,2.0,0,0,3,980,470,2005,0,1820 24th Ave,Seattle,WA 98122,USA,47.61793910542,-122.301098109563
2014-05-19 00:00:00,251200.0,4.0,1.5,1310,8250,1.0,0,0,3,1060,250,1953,0,240 S 198th St,Des Moines,WA 98148,USA,47.424862092326,-122.332791076359
2014-05-19 00:00:00,869000.0,5.0,3.25,4180,49222,2.0,0,0,4,2880,1300,1979,0,18524 SE 60th St,Issaquah,WA 98027,USA,47.548495716567,-122.094202284862
2014-05-19 00:00:00,464000.0,3.0,1.75,1630,28600,1.0,0,0,3,1630,0,1967,2011,14926 NE 202nd St,Woodinville,WA 98072,USA,47.773893901651,-122.140489599951
2014-05-19 00:00:00,755000.0,4.0,2.5,2660,10452,2.0,0,0,3,2660,0,1993,0,10805 177th Ct NE,Redmond,WA 98052,USA,47.696942437487,-122.1040113986
2014-05-19 00:00:00,485000.0,2.0,2.25,1260,1240,3.0,0,0,3,1260,0,2004,2003,3646 Dayton Ave N,Seattle,WA 98103,USA,47.652173606615,-122.352274784397
2014-05-19 00:00:00,305000.0,3.0,1.75,1610,12247,1.0,0,0,3,1610,0,1981,2013,16215 SE 172nd Ct,Renton,WA 98058,USA,47.447880159338,-122.123396938934
2014-05-19 00:00:00,110700.0,2.0,1.0,680,8064,1.0,0,0,3,680,0,1941,1994,14917-14999 27th Pl S,SeaTac,WA 98188,USA,47.468879864149,-122.298068241292
2014-05-19 00:00:00,850000.0,4.0,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998,6728 40th Ave SW,Seattle,WA 98136,USA,47.542684165714,-122.383096452888
2014-05-19 00:00:00,350000.0,3.0,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0,1755 140th Ct SE,Bellevue,WA 98007,USA,47.594799771361,-122.152925599698
2014-05-19 00:00:00,319950.0,4.0,1.75,2310,8045,1.0,0,0,4,1650,660,1976,1992,16336 131st Ave SE,Renton,WA 98058,USA,47.457127954442,-122.165930171147
2014-05-19 00:00:00,700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0,901 18th Ave,Seattle,WA 98122,USA,47.610419200327,-122.308958335525
2014-05-19 00:00:00,368000.0,2.0,1.5,1660,4680,1.0,0,0,5,830,830,1908,0,10010 44th Ave SW,Seattle,WA 98146,USA,47.513476741566,-122.38851358564
2014-05-19 00:00:00,433500.0,3.0,2.5,2200,3360,2.0,0,0,3,2200,0,2009,0,6729 37th Ave S,Seattle,WA 98118,USA,47.541773666174,-122.286360849718
2014-05-19 00:00:00,611000.0,4.0,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006,23911 SE 6th St,Redmond,WA 98074,USA,47.603219761114,-122.021029908456
2014-05-19 00:00:00,1000000.0,2.0,1.75,2430,23400,1.0,0,4,3,2430,0,1951,1994,18200-18298 13th Ave NW,Shoreline,WA 98177,USA,47.762459073601,-122.371882512667
2014-05-19 00:00:00,307000.0,3.0,1.0,1370,7500,1.0,0,0,3,1370,0,1960,2012,4751 Stephens Ave,Carnation,WA 98014,USA,47.649942188014,-121.915003929846
2014-05-19 00:00:00,442500.0,3.0,1.75,1800,10200,1.0,0,0,3,1800,0,1967,2011,17110-17116 146th Ave SE,Renton,WA 98058,USA,47.449573180858,-122.145808548056
2014-05-19 00:00:00,485000.0,3.0,1.75,2200,7706,2.0,0,2,3,2200,0,1908,1988,23902 6th Ave S,Des Moines,WA 98198,USA,47.387854997318,-122.326135202835
2014-05-19 00:00:00,367000.0,2.0,1.0,700,2334,1.0,0,0,3,700,0,1945,2010,2632 NW North Beach Dr,Seattle,WA 98117,USA,47.700888680517,-122.389945939806
2014-05-19 00:00:00,429000.0,3.0,2.5,1920,15124,2.0,0,0,3,1920,0,1995,0,714 NE 10th St,North Bend,WA 98045,USA,47.50129562361,-121.77274753233
2014-05-19 00:00:00,446000.0,5.0,2.75,2190,12687,1.0,0,0,5,1370,820,1978,0,20402 63rd Ave NE,Kenmore,WA 98028,USA,47.776021865287,-122.257792495022
2014-05-19 00:00:00,572500.0,3.0,2.25,2030,9791,1.0,0,0,4,1500,530,1984,0,13322 SE 77th Ct,Newcastle,WA 98059,USA,47.533794403219,-122.160560421656
2014-05-19 00:00:00,477000.0,3.0,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0,2313 NW 65th St,Seattle,WA 98117,USA,47.675899370241,-122.386273703908
2014-05-19 00:00:00,518000.0,3.0,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0,8354 11th Ave NW,Seattle,WA 98117,USA,47.689285881307,-122.370316965484
2014-05-19 00:00:00,462000.0,5.0,1.75,1250,10530,1.0,0,0,4,1250,0,1966,0,4 151st Pl NE,Bellevue,WA 98007,USA,47.609909396821,-122.138096276436
2014-05-19 00:00:00,1190000.0,4.0,3.0,2240,6000,1.5,0,0,4,1270,970,1914,1945,2009 4th Ave N,Seattle,WA 98109,USA,47.636671526133,-122.349610384595
2014-05-19 00:00:00,137000.0,3.0,1.0,950,7620,1.0,0,0,3,950,0,1954,2005,9445 8th Ave SW,Seattle,WA 98106,USA,47.518692368108,-122.345518807202
2014-05-19 00:00:00,530000.0,3.0,3.5,2320,3174,2.0,0,0,3,2060,260,1997,0,12418 NE 100th St,Kirkland,WA 98033,USA,47.689584657526,-122.175433976906
2014-05-19 00:00:00,818000.0,2.0,2.5,2380,9374,1.0,0,2,3,2380,0,2011,0,12449 240th Pl NE,Redmond,WA 98053,USA,47.70978326821,-122.018029128581
2014-05-19 00:00:00,640000.0,2.0,2.25,1540,958,3.0,0,0,3,1540,0,2007,0,1806 11th Ave,Seattle,WA 98122,USA,47.617712885269,-122.318114487079
2014-05-19 00:00:00,298450.0,5.0,3.0,2100,9752,1.0,0,0,3,1200,900,2007,0,29801-29829 23rd Avenue South,Federal Way,WA 98003,USA,47.334726831599,-122.304016748661
2014-05-19 00:00:00,575000.0,4.0,2.5,2500,4945,2.0,0,0,3,2500,0,2013,1923,34115 SE Ash St,Snoqualmie,WA 98065,USA,47.51895613279,-121.885420762204
2014-05-20 00:00:00,730000.0,4.0,2.5,3230,7331,2.0,0,0,3,3230,0,2004,2003,2913 278th Ave SE,Sammamish,WA 98075,USA,47.58237478737,-121.969606295253
2014-05-20 00:00:00,551000.0,3.0,2.5,2830,5802,2.0,0,0,3,2830,0,2001,0,7928 NE 182nd Pl,Kenmore,WA 98028,USA,47.760338346232,-122.234629296253
2014-05-20 00:00:00,271310.0,2.0,1.0,870,5340,1.5,0,0,2,870,0,1906,0,2019 24th Ave S,Seattle,WA 98144,USA,47.585269471978,-122.301714553983
2014-05-20 00:00:00,675000.0,4.0,3.0,2690,28300,1.0,0,0,3,2690,0,1954,1999,17428 7th Pl SW,Normandy Park,WA 98166,USA,47.443682369291,-122.344303424332
2014-05-20 00:00:00,479000.0,3.0,2.5,1260,889,3.0,0,0,3,1260,0,2008,0,915 6th Ave N,Seattle,WA 98109,USA,47.627314222303,-122.345025259417
2014-05-20 00:00:00,520000.0,4.0,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,13342 30th Ave NE,Seattle,WA 98125,USA,47.725116567167,-122.296301595979
2014-05-20 00:00:00,599950.0,3.0,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,4810 S Raymond St,Seattle,WA 98118,USA,47.548501795364,-122.272478002066
2014-05-20 00:00:00,483945.0,2.0,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999,4844 47th Ave SW,Seattle,WA 98116,USA,47.558909695347,-122.392147429636
2014-05-20 00:00:00,390000.0,4.0,2.25,1770,33132,1.0,0,0,4,1190,580,1965,0,14223 SE 179th Pl,Renton,WA 98058,USA,47.441493076713,-122.151506115337
2014-05-20 00:00:00,192500.0,2.0,1.0,950,7692,1.0,0,0,3,950,0,1926,2003,12516 Military Rd S,Seattle,WA 98168,USA,47.490625010119,-122.298399796894
2014-05-20 00:00:00,330000.0,2.0,1.0,860,8308,1.0,0,0,4,860,0,1948,0,3522 SW 107th St,Seattle,WA 98146,USA,47.507347405266,-122.376348288514
2014-05-20 00:00:00,250000.0,4.0,2.0,1960,7560,1.0,0,0,5,1160,800,1978,0,12206 SE 217th St,Kent,WA 98031,USA,47.407939530386,-122.17797868852
2014-05-20 00:00:00,243000.0,2.0,1.0,1770,5522,1.5,0,0,4,960,810,1943,0,8040 S 118th St,Seattle,WA 98178,USA,47.497355053636,-122.231688579155
2014-05-20 00:00:00,575000.0,4.0,1.75,1280,6060,1.0,0,0,3,860,420,1926,2003,7032 7th Ave NW,Seattle,WA 98117,USA,47.679838931896,-122.364429858201
2014-05-20 00:00:00,639000.0,4.0,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,13615 179th Ave NE,Redmond,WA 98052,USA,47.722049551733,-122.100959529416
2014-05-20 00:00:00,710000.0,2.0,1.0,1790,4000,1.0,0,0,4,1040,750,1923,0,2422 E McGraw St,Seattle,WA 98112,USA,47.640316407815,-122.301638672383
2014-05-20 00:00:00,675000.0,3.0,2.25,1990,10260,2.0,0,0,4,1990,0,1987,0,16822 NE 87th St,Redmond,WA 98052,USA,47.679873651513,-122.115993552266
2014-05-20 00:00:00,405000.0,5.0,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0,16819 SE 171st Pl,Renton,WA 98058,USA,47.448704420369,-122.117150667984
2014-05-20 00:00:00,615000.0,4.0,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993,4941-4949 125th Ave SE,Bellevue,WA 98006,USA,47.558386131528,-122.17402799154
2014-05-20 00:00:00,490000.0,3.0,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989,9237 7th Ave NW,Seattle,WA 98117,USA,47.696321994617,-122.364778661934
2014-05-20 00:00:00,467000.0,3.0,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0,1427 NW 62nd St,Seattle,WA 98107,USA,47.673756088821,-122.374380258512
2014-05-20 00:00:00,480000.0,4.0,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0,2612 49th Ave SW,Seattle,WA 98116,USA,47.580957618002,-122.394006020408
2014-05-20 00:00:00,755000.0,6.0,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008,3429 9th Ave W,Seattle,WA 98119,USA,47.651147196197,-122.368948142805
2014-05-20 00:00:00,760000.0,4.0,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0,5028 157th Ave SE,Bellevue,WA 98006,USA,47.557366720707,-122.130271580037
2014-05-20 00:00:00,387000.0,2.0,2.25,1230,1280,2.0,0,0,3,960,270,2012,1912,801-921 Martin Luther King Jr Way S,Seattle,WA 98144,USA,47.594205768173,-122.29794773495
2014-05-20 00:00:00,925000.0,4.0,2.25,2260,41984,1.0,0,0,4,2260,0,1967,0,6046 126th Ave NE,Kirkland,WA 98033,USA,47.661139377405,-122.171368179387
2014-05-20 00:00:00,415000.0,2.0,1.0,1050,60113,1.0,0,0,4,1050,0,1943,0,3720 S 312th Ln,Auburn,WA 98001,USA,47.322253703516,-122.28681370479
2014-05-20 00:00:00,263000.0,3.0,1.75,1570,7775,2.0,0,0,3,1570,0,1982,0,9226 S 239th Pl,Kent,WA 98031,USA,47.387322486216,-122.217106461302
2014-05-20 00:00:00,519900.0,4.0,2.0,1820,9350,1.0,0,0,4,1820,0,1967,0,2019 182nd Ave NE,Redmond,WA 98052,USA,47.628850270344,-122.098009469674
2014-05-20 00:00:00,570000.0,2.0,1.75,1540,4025,1.0,0,0,4,1190,350,1908,0,1715 46th Ave SW,Seattle,WA 98116,USA,47.587968854224,-122.390458453942
2014-05-20 00:00:00,450000.0,3.0,1.5,2060,44866,1.0,0,0,3,2060,0,1953,0,21533 NE Woodinville Duvall Rd,Woodinville,WA 98077,USA,47.751535269832,-122.04922800437
2014-05-20 00:00:00,1300000.0,4.0,3.5,4380,74052,1.0,0,0,3,4380,0,2001,0,5830 246th Pl NE,Redmond,WA 98053,USA,47.658001603453,-122.009875868529
2014-05-20 00:00:00,300000.0,3.0,1.0,1090,9900,1.0,0,0,4,1090,0,1955,2009,13424 NE 80th St,Redmond,WA 98052,USA,47.675382656677,-122.160869927081
2014-05-20 00:00:00,320000.0,3.0,1.75,1480,7225,1.0,0,0,4,1480,0,1965,0,2525 NE 24th St,Renton,WA 98056,USA,47.513141286093,-122.185203633535
2014-05-20 00:00:00,387500.0,4.0,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0,1505 29th Ave,Seattle,WA 98122,USA,47.614208196578,-122.294962443009
2014-05-20 00:00:00,458000.0,1.0,2.25,2140,10350,1.0,0,0,3,1470,670,1976,0,14634 128th Ave NE,Woodinville,WA 98072,USA,47.734441002394,-122.170087876134
2014-05-20 00:00:00,1212500.0,4.0,3.5,4560,16643,1.0,0,3,3,2230,2330,1995,0,16864 SE 57th Pl,Bellevue,WA 98006,USA,47.551842217777,-122.115867203402
2014-05-20 00:00:00,380000.0,4.0,3.0,2800,9764,2.0,0,0,3,2800,0,2002,0,24729 SE 276th Pl,Maple Valley,WA 98038,USA,47.354374650239,-122.011520580248
2014-05-20 00:00:00,200000.0,3.0,1.0,1050,5000,1.0,0,0,4,1050,0,1967,0,602 Tacoma Ave NE,Renton,WA 98056,USA,47.492278812772,-122.165274097406
2014-05-20 00:00:00,385000.0,3.0,1.5,1490,9630,1.0,0,0,4,1490,0,1959,0,6428 NE 184th St,Kenmore,WA 98028,USA,47.762185554641,-122.255663113459
2014-05-20 00:00:00,396675.0,2.0,1.0,1730,6375,2.0,0,0,4,1730,0,1945,0,7358 28th Ave SW,Seattle,WA 98126,USA,47.53681767298,-122.368402387334
2014-05-20 00:00:00,452000.0,4.0,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005,1106 N 80th St,Seattle,WA 98103,USA,47.687001127033,-122.344259605626
2014-05-20 00:00:00,426000.0,4.0,2.5,2800,8494,2.0,0,0,3,2800,0,2004,2003,24957 SE 279th St,Maple Valley,WA 98038,USA,47.352147504933,-122.009032671773
2014-05-20 00:00:00,792000.0,3.0,1.5,1570,1050,2.0,0,0,3,1570,0,1915,0,1833 1st Ave N,Seattle,WA 98109,USA,47.635774417744,-122.355703515051
2014-05-20 00:00:00,315000.0,3.0,2.25,1400,31626,1.0,0,0,2,1140,260,1987,0,20515 SE 333rd Pl,Auburn,WA 98092,USA,47.303339158337,-122.070010384279
2014-05-20 00:00:00,1275000.0,4.0,2.0,2850,7861,1.0,0,4,4,1450,1400,1970,0,3014 NW Esplanade,Seattle,WA 98117,USA,47.699322337852,-122.396783130061
2014-05-20 00:00:00,326000.0,6.0,3.0,1880,7200,1.0,0,0,4,1880,0,1966,0,1178 Camas Ave NE,Renton,WA 98056,USA,47.502890562027,-122.188049079456
2014-05-20 00:00:00,268500.0,2.0,1.0,790,8424,1.0,0,0,4,790,0,1953,1983,556 N 167th St,Shoreline,WA 98133,USA,47.751000673895,-122.353477327587
2014-05-20 00:00:00,440000.0,2.0,1.75,1300,4000,2.0,0,0,3,1300,0,1948,1994,5501 37th Ave NE,Seattle,WA 98105,USA,47.668569285805,-122.288056748506
2014-05-20 00:00:00,300000.0,3.0,1.0,2120,7735,1.0,0,0,4,1060,1060,1967,0,12840 163rd Ave SE,Renton,WA 98059,USA,47.486950515292,-122.123379115482
2014-05-20 00:00:00,525000.0,3.0,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,4017 36th Ave SW,Seattle,WA 98126,USA,47.568016263823,-122.37753035462
2014-05-20 00:00:00,978000.0,4.0,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,2602 Shoreland Dr S,Seattle,WA 98144,USA,47.579905730679,-122.285475081495
2014-05-20 00:00:00,1125000.0,6.0,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985,2212 N 36th St,Seattle,WA 98103,USA,47.650545884154,-122.3324775366
2014-05-20 00:00:00,700000.0,4.0,1.0,1680,4021,1.5,0,0,3,1680,0,1921,2000,2139 N 52nd St,Seattle,WA 98103,USA,47.666435198604,-122.333242315054
2014-05-20 00:00:00,315000.0,2.0,1.0,790,6969,1.0,0,0,3,790,0,1955,1984,10830 132nd Ave NE,Redmond,WA 98052,USA,47.697628940555,-122.164540233494
2014-05-20 00:00:00,309000.0,3.0,1.0,1092,7500,1.5,0,0,3,1092,0,1918,0,7757 15th Ave SW,Seattle,WA 98106,USA,47.533147156275,-122.354007486027
2014-05-20 00:00:00,219950.0,3.0,1.5,1650,9936,1.0,0,0,3,1090,560,1967,2011,425 S 305th St,Federal Way,WA 98003,USA,47.328660102061,-122.328912548368
2014-05-20 00:00:00,289000.0,3.0,2.5,2090,4700,2.0,0,0,3,2090,0,2002,0,17814 SE 257th St,Covington,WA 98042,USA,47.372208666646,-122.103780778609
2014-05-20 00:00:00,210000.0,4.0,1.75,2180,28710,1.0,0,0,3,1180,1000,1950,2005,21922 34th Ave S,SeaTac,WA 98198,USA,47.405160112111,-122.28900126129
2014-05-20 00:00:00,260000.0,4.0,2.5,1990,6671,2.0,0,0,3,1990,0,1989,0,32819 17th Ave SW,Federal Way,WA 98023,USA,47.308010531215,-122.357572964011
2014-05-20 00:00:00,699000.0,4.0,2.5,2650,7945,2.0,0,0,3,2650,0,2006,0,11332 30th Ave NE,Seattle,WA 98125,USA,47.71053122531,-122.296122967119
2014-05-20 00:00:00,1800000.0,4.0,3.5,4460,16953,1.0,0,0,3,2550,1910,1962,1994,2625 82nd Ave NE,Medina,WA 98039,USA,47.633864428225,-122.231657098928
2014-05-20 00:00:00,299950.0,3.0,1.0,910,8000,1.0,0,0,4,740,170,1950,1983,20013 15th Ave NW,Shoreline,WA 98177,USA,47.774349765397,-122.377462044614
2014-05-20 00:00:00,749950.0,3.0,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0,16420 SE 39th Pl,Bellevue,WA 98008,USA,47.574907684192,-122.120505246377
2014-05-20 00:00:00,1100000.0,3.0,2.0,2390,6888,2.0,0,1,5,2390,0,1939,0,7529 Lakemont Dr NE,Seattle,WA 98115,USA,47.683540489918,-122.274834100292
2014-05-20 00:00:00,555000.0,3.0,2.5,3050,158558,1.0,0,0,4,3050,0,1987,0,701 S 52nd St,Renton,WA 98055,USA,47.432803577165,-122.207671109161
2014-05-20 00:00:00,384000.0,3.0,2.5,1700,4000,2.0,0,0,3,1700,0,2003,0,35131 SE Ridge St,Snoqualmie,WA 98065,USA,47.532493064835,-121.871610012038
2014-05-20 00:00:00,499950.0,5.0,3.5,3200,43560,2.0,0,0,3,3200,0,1989,0,18460 SE 143rd St,Renton,WA 98059,USA,47.474643946561,-122.09247923701
2014-05-20 00:00:00,430000.0,3.0,1.75,1200,4500,1.0,0,0,5,1200,0,1906,0,5206 13th Ave S,Seattle,WA 98108,USA,47.555531877432,-122.316038821368
2014-05-20 00:00:00,350000.0,4.0,2.25,2220,6953,2.0,0,0,4,2220,0,1999,0,22507 SE 279th St,Maple Valley,WA 98038,USA,47.351040591735,-122.041067116549
2014-05-20 00:00:00,620000.0,3.0,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003,8719 228th Way NE,Redmond,WA 98053,USA,47.679492760056,-122.034271281496
2014-05-20 00:00:00,765000.0,4.0,2.25,2560,12100,1.0,0,0,4,1760,800,1976,1992,17323 NE 24th St,Redmond,WA 98052,USA,47.631166820079,-122.10859147286
2014-05-20 00:00:00,250000.0,4.0,1.5,2500,6300,1.0,0,0,4,1500,1000,1961,2001,24911-24917 38th Ave S,Kent,WA 98032,USA,47.378292806512,-122.284053262565
2014-05-20 00:00:00,376000.0,2.0,1.0,1150,4000,1.0,0,0,3,1150,0,1947,2012,2825 W Elmore St,Seattle,WA 98199,USA,47.657634678484,-122.393358410976
2014-05-20 00:00:00,475000.0,4.0,1.75,1650,7775,1.0,0,0,4,1150,500,1950,1983,11726 Phinney Ave N,Seattle,WA 98133,USA,47.714357485994,-122.354113440392
2014-05-20 00:00:00,120750.0,3.0,1.75,1140,9628,1.0,0,0,4,1140,0,1969,0,34403 30th Ave SW,Federal Way,WA 98023,USA,47.293416880007,-122.371697101666
2014-05-20 00:00:00,1690000.0,3.0,1.75,3400,8965,1.0,0,2,5,1820,1580,1957,0,3872 50th Ave NE,Seattle,WA 98105,USA,47.656941001264,-122.273427471745
2014-05-20 00:00:00,619500.0,3.0,2.5,1700,4105,2.0,0,0,3,1700,0,1992,0,3113 E Cherry St,Seattle,WA 98122,USA,47.607917801016,-122.292392677183
